form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00817122,SE24.21227,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,22243.11,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H2AK01083,BEGICH,NICHOLAS,,,III,H,00,AK,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21228,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,23714.15,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,01,AZ,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21229,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,20738.75,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H2VA07170,ANDERSON,DERRICK,,,,H,07,VA,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21230,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,18334.91,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H4TX28129,FURMAN,JAY,COMMANDER,,,H,28,TX,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21231,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,22882.39,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H2PA04135,PERRY,SCOTT,,,,H,10,PA,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21232,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,21442.75,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H4OH13153,COUGHLIN,KEVIN,,,III,H,13,OH,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21233,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,19709.23,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H8NM02156,HERRELL,STELLA,YVETTE,,,H,02,NM,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21234,,,ORG,"IMGE, LLC",,,,,,1401 H STREET NW,SUITE 550,WASHINGTON,DC,20005,G2024,,2024-10-22,16477.27,2024-10-21,21938.67,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H2WA03100,KENT,JOSEPH,,,,H,03,WA,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21137,,,ORG,MCSHANE LLC,,,,,,6950 OBANNON DRIVE ,STE 100,LAS VEGAS,NV,89117,G2024,,2024-10-21,12490.00,2024-10-21,12490.00,DIGITAL MEDIA PRODUCTION / DIGITAL MEDIA PLACEMENT,,,S,H2NH01304,PRESCOTT,RUSSELL,,,,H,01,NH,VELLECO,JOHN,,,,2024-12-05,,
SE,C00817122,SE24.21138,,,ORG,MCSHANE LLC,,,,,,6950 OBANNON DRIVE ,STE 100,LAS VEGAS,NV,89117,G2024,,2024-10-21,12490.00,2024-10-21,12490.00,DIGITAL MEDIA PLACEMENT / DIGITAL MEDIA PRODUCTION,,,S,H2NH02260,WILLIAMS,LILY,TANG,,,H,02,NH,VELLECO,JOHN,,,,2024-12-05,,
