form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00741355,XEALC26,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,6177.72,2024-07-26,62158.62,PRINTING & MAILING COSTS,24E,,S,,DUARTE,JOHN,,,,H,13,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC27,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,6883.58,2024-07-26,60370.53,PRINTING & MAILING COSTS,24E,,S,,VALADAO,DAVID,,,,H,22,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC28,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,5085.09,2024-07-26,72663.26,PRINTING & MAILING COSTS,24E,C00701102,S,,GARCIA,MIKE,,,,H,27,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC29,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,3636.26,2024-07-26,73276.42,PRINTING & MAILING COSTS,24E,C00257337,S,,CALVERT,KEN,,,,H,41,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC30,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,2707.37,2024-07-26,72996.03,PRINTING & MAILING COSTS,24E,C00704981,S,,STEEL,MICHELLE,,,,H,45,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC31,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,1104.99,2024-07-26,67652.33,PRINTING & MAILING COSTS,24E,,S,,BAUGH,SCOTT,,,,H,47,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC32,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,2301.32,2024-07-26,70905.62,PRINTING & MAILING COSTS,24E,C00840108,S,,GUNDERSON,MATT,,,,H,49,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC33,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,3195.65,2024-07-26,62204.09,PRINTING & MAILING COSTS,24E,C00845826,S,,LINCOLN,KEVIN,,,,H,09,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC34,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,6177.72,2024-07-26,62158.62,PRINTING & MAILING COSTS,24A,,O,,GRAY,ADAM,,,,H,13,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC35,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,6883.59,2024-07-26,60370.53,PRINTING & MAILING COSTS,24A,,O,,SALAS,RUDY,,,,H,22,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC36,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,5085.09,2024-07-26,72663.26,PRINTING & MAILING COSTS,24A,,O,,WHITESIDES,GEORGE,,,,H,27,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC37,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,3636.26,2024-07-26,73276.42,PRINTING & MAILING COSTS,24A,,O,,ROLLINS,WILL,,,,H,41,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC38,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,2707.37,2024-07-26,72996.03,PRINTING & MAILING COSTS,24A,,O,,TRAN,DEREK,,,,H,45,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC39,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,1104.99,2024-07-26,67652.33,PRINTING & MAILING COSTS,24A,,O,,MIN,DAVID,,,,H,47,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC40,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,2301.32,2024-07-26,70905.62,PRINTING & MAILING COSTS,24A,,O,,LEVIN,MIKE,,,,H,49,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC41,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-07-26,3195.65,2024-07-26,62204.09,PRINTING & MAILING COSTS,24A,,O,,HARDER,JOSH,,,,H,09,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC42,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,8266.49,2024-09-12,62158.62,PRINTING & MAILING COSTS,24A,,O,,GRAY,ADAM,,,,H,13,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC43,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,7560.14,2024-09-12,60370.53,PRINTING & MAILING COSTS,24A,,O,,SALAS,RUDY,,,,H,22,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC44,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,9245.55,2024-09-12,72663.26,PRINTING & MAILING COSTS,24A,,O,,WHITESIDES,GEORGE,,,,H,27,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC45,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,10436.22,2024-09-12,73276.42,PRINTING & MAILING COSTS,24A,,O,,ROLLINS,WILL,,,,H,41,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC46,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,11453.54,2024-09-12,72996.03,PRINTING & MAILING COSTS,24A,,O,,TRAN,DEREK,,,,H,45,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC47,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,8154.09,2024-09-12,67652.33,PRINTING & MAILING COSTS,24A,,O,,MIN,DAVID,,,,H,47,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC48,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,7881.90,2024-09-12,70905.62,PRINTING & MAILING COSTS,24A,,O,,LEVIN,MIKE,,,,H,49,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC49,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,9505.54,2024-09-12,62204.09,PRINTING & MAILING COSTS,24A,,O,,HARDER,JOSH,,,,H,09,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC50,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,9505.54,2024-09-12,62204.09,PRINTING & MAILING COSTS,24E,C00845826,S,,LINCOLN,KEVIN,,,,H,09,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC51,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,7881.90,2024-09-12,70905.62,PRINTING & MAILING COSTS,24E,C00840108,S,,GUNDERSON,MATT,,,,H,49,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC52,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,8154.09,2024-09-12,67652.33,PRINTING & MAILING COSTS,24E,,S,,BAUGH,SCOTT,,,,H,47,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC53,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,11453.55,2024-09-12,72996.03,PRINTING & MAILING COSTS,24E,C00704981,S,,STEEL,MICHELLE,,,,H,45,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC54,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,10436.22,2024-09-12,73276.42,PRINTING & MAILING COSTS,24E,C00257337,S,,CALVERT,KEN,,,,H,41,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC55,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,9245.55,2024-09-12,72663.26,PRINTING & MAILING COSTS,24E,C00701102,S,,GARCIA,MIKE,,,,H,27,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC56,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,7560.14,2024-09-12,60370.53,PRINTING & MAILING COSTS,24E,,S,,VALADAO,DAVID,,,,H,22,CA,SLATER,JEN,,,,2024-10-14,
SE,C00741355,XEALC57,,,ORG,PACIFIC POLITICAL INC,,,,,,1800 THIBODO RD #300,,VISTA,CA,92081,G2024,,2024-09-12,8266.49,2024-09-12,62158.62,PRINTING & MAILING COSTS,24E,,S,,DUARTE,JOHN,,,,H,13,CA,SLATER,JEN,,,,2024-10-14,
