form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00323048,70C2B6DC9FC327D3D09,,,CCM,Armstrong For Congress,,,,,,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503,P2024,,2023-07-18,1000.00,,2024 Primary,011,C00670547,,H8ND00096,Armstrong,Kelly,M.,,,H,ND,01,,,,,,,,
SB23,C00323048,E01287E67577482AABD,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2023-07-18,1000.00,,2024 Primary,011,C00703843,,H0OK05205,Bice,Stephanie,I.,,,H,OK,05,,,,,,,,
SB23,C00323048,422FFB10F8648D0B9F5,,,CCM,Greg Pence For Congress,,,,,,PO Box 275,,Taylorsville,IN,47280,P2024,,2023-07-27,2500.00,,2024 Primary,011,C00658401,,H8IN06129,Pence,Gregory,J.,,,H,IN,06,,,,,,,,
SB23,C00323048,V014EC7D9B26E0E8B2B4,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-07-31,90.00,,In-Kind; C00495952; Schneider for Congress; Conference Space,011,C00495952,Schneider For Congress,H2IL10068,Schneider,Bradley,Scott,,,H,IL,10,,,,,,,,In-Kind
SB23,C00323048,V26E72B75BCC741BACD0,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-07-31,90.00,,In-kind; C00410761; Castor for Congress; Conference Space,011,C00410761,Castor For Congress,H6FL11126,Castor,Katherine,Anne,,,H,FL,14,,,,,,,,In-Kind
SB23,C00323048,V2B37620EDBF80A83FE4,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-07-31,90.00,,In-Kind; C00680918; Case for Congress; Basement Space,011,C00680918,Case For Congress,H2HI02128,Case,Edward,,,,H,HI,01,,,,,,,,In-Kind
SB23,C00323048,VA99112525E761E7B7D7,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-07-31,90.00,,In-Kind; C00668228; Nevadans for Steven Horsford; Basement Space,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind
SB23,C00323048,VB49F4A9C14727FE3CBF,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-07-31,90.00,,In-Kind; C00812388; Mary Peltola for Alaska; Conference Space,011,C00812388,Mary Peltola For Alaska,H2AK01158,Peltola,Mary,Sattler,,,H,AK,01,,,,,,,,In-Kind
SB23,C00323048,VC1184C270D990812BB5,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-07-31,140.00,,In-Kind; C00730895; Kat for Congress; Reception Space,011,C00730895,Kat For Congress,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,In-Kind
SB23,C00323048,DB7482F1C283B5F9BD6,,,CCM,John Kennedy For Us,,,,,,3337 N Hullen St,Ste 301,Metairie,LA,70002,P2028,,2023-07-18,1000.00,,2028 Primary,011,C00608398,,S4LA00065,Kennedy,John,Neely,,,S,LA,,,,,,,,,
SB23,C00323048,23764653FEF16590000,,,CCM,Kiggans For Congress,,,,,,PO Box 5042,,Virginia Beach,VA,23471,P2024,,2023-07-18,1000.00,,2024 Primary,011,C00776120,,H2VA02064,Kiggans,Jennifer,A.,,,H,VA,02,,,,,,,,
SB23,C00323048,66D2AF268FABA847988,,,CCM,Nancy Mace For Congress,,,,,,295 Seven Farms Dr,Ste C,Daniel Island,SC,29492,P2024,,2023-07-28,-5000.00,,Void of 2/21/2023 contribution,011,C00710103,,H0SC01394,Mace,Nancy,R.,,,H,SC,01,,,,,,,,
SB23,C00323048,D61EDFE87D1FECDC7A6,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,P2024,,2023-07-18,5000.00,,2024 Primary,011,C00226928,,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00323048,37B87F36C3A936A1097,,,CCM,Ted Lieu For Congress,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,90017,P2024,,2023-07-18,1500.00,,2024 Primary,011,C00556506,,H4CA33119,Lieu,Ted,W.,,,H,CA,36,,,,,,,,
