form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00768200,SB22-852,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-01-31,169170.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-853,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-01-31,71000.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO OPERATIONS ACCOUNT
SB22,C00768200,SB22-854,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-01-31,218100.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-855,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-01-31,123900.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
SB22,C00768200,SB22-856,,,PAC,"Jobs, Education, & Families First - JEFF PAC ",,,,,,PO Box 65322,,Washington,DC,20035,,,2024-01-31,37040.00,0.00,Transfer ,,C00617803,"Jobs, Education, & Families First - JEFF PAC ",,,,,,,,,,,,,,,,,
SB22,C00768200,SB22-857,,,CCM,Jeffries for Congress ,,,,,,PO Box 65322,,Washington,DC,20035,,,2024-01-31,24195.00,0.00,Transfer ,,C00503052,Jeffries for Congress ,H2NY10092,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB22,C00768200,SB22-954,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-02-29,585900.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-955,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-02-29,15000.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO OPERATIONS ACCOUNT
SB22,C00768200,SB22-956,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-02-29,454400.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-957,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-02-29,153700.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
