form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00768200,SB21B-830,,,ORG,ActBlue Technical Services ,,,,,,366 Summer St.,,Somerville,MA,02144,,,2024-01-07,0.28,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-832,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-01-12,110.30,0.00,Travel ,002,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00768200,SB21B-832-10000,SB21B-832,SB21B,ORG,Uber,,,,,,"1455 Market St., Ste. 400",,San Francisco,CA,94103,,,2024-01-12,21.93,0.00,Travel ,002,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-832-20000,SB21B-832,SB21B,ORG,Uber,,,,,,"1455 Market St., Ste. 400",,San Francisco,CA,94103,,,2024-01-12,53.95,0.00,Travel ,002,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-832-30000,SB21B-832,SB21B,ORG,Hyatt Hotels,,,,,,"5400 LBJ Fwy., Ste. 500",,Dallas,TX,75240,,,2024-01-12,34.42,0.00,Travel ,002,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-834,,,ORG,ActBlue Technical Services ,,,,,,366 Summer St.,,Somerville,MA,02144,,,2024-01-14,5.93,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-837,,,IND,,Fridman,Mort,,,,826 Winthrop Dr.,,Teaneck,NJ,07666,,,2024-01-18,834.11,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00768200,SB21B-837-10000,SB21B-837,SB21B,ORG,Rock N' Roll Sushi & Noodle Bar,,,,,,1448A Queen Anne Rd.,,Teaneck,NJ,07666,,,2024-01-18,657.74,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-837-20000,SB21B-837,SB21B,ORG,Glatt Express,,,,,,1400 Queen Anne Rd.,,Teaneck,NJ,07666,,,2024-01-18,46.75,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-837-30000,SB21B-837,SB21B,ORG,ShopRite,,,,,,201 Roosevelt Pl.,,Palisades Park,NJ,07650,,,2024-01-18,32.28,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-837-40000,SB21B-837,SB21B,ORG,Amazing Savings,,,,,,647 Cedar Ln.,,Teaneck,NJ,07666,,,2024-01-18,22.35,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
