form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00135855,SB23.11758,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,P2024,,2023-09-18,5000.00,,Political contribution,011,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,PFLUGER,AUGUST LEE II,,,,H,TX,11,,,,,,,,
SB23,C00135855,SB23.11760,,,COM,BARRASSO VICTORY 2024,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,P2024,,2023-11-07,2500.00,,Political contribution,011,,,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB23,C00135855,SB23.11762,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2023-11-07,1000.00,,Political contribution,011,C00703843,BICE FOR CONGRESS,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00135855,SB23.11764,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,P.O. BOX 11519,,CHARLESTON,WV,25339,P2026,,2023-11-29,2500.00,,Political contribution,011,C00539825,CAPITO FOR WEST VIRGINIA,S4WV00159,CAPITO,SHELLEY MOORE,,,,S,WV,00,,,,,,,,
SB23,C00135855,SB23.11767,,,PAC,CORNYN VICTORY COMMITTEE,,,,,,PO BOX 13026,,AUSTIN,TX,78711,P2026,,2023-12-08,2500.00,,Political contribution,011,,,S2TX00106,CORNYN,JOHN SEN,,,,S,TX,00,,,,,,,,
SB23,C00135855,SB23.11769,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2023-11-07,2000.00,,Political contribution,011,C00660795,DAN CRENSHAW FOR CONGRESS,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00135855,SB23.11772,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,P2024,,2023-10-17,1000.00,,Political contribution,011,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,H8TX07140,FLETCHER,ELIZABETH,,,,H,TX,07,,,,,,,,
SB23,C00135855,SB23.11776,,,CCM,MANCHIN FOR WEST VIRGINIA,,,,,,PO BOX 5202,,CHARLESTON,WV,25361,P2024,,2023-11-07,2500.00,,Political contribution,011,C00486563,MANCHIN FOR WEST VIRGINIA,S0WV00090,MANCHIN,JOE III,,,,S,WV,00,,,,,,,,
SB23,C00135855,SB23.11779,,,CCM,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,,,,,PO BOX 50084,,FORT WORTH,TX,76105,P2024,,2023-11-16,1000.00,,Political contribution,011,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,H2TX33073,VEASEY,MARC ALLISON,,,,H,TX,33,,,,,,,,
SB23,C00135855,SB23.11782,,,PAC,SCALISE LEADERSHIP FUND,,,,,,320 FIRST ST SE,,WASHINGTON,DC,20003,P2024,,2023-11-09,2500.00,,Political contribution,011,,,H0LA01087,SCALISE,STEVE MR,,,,H,LA,01,,,,,,,,
SB23,C00135855,SB23.11784,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 WASHINGTON STREET,SUITE 200,LAREDO,TX,78040,P2024,,2023-11-07,1000.00,,Political contribution,011,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,H2TX23082,CUELLAR,HENRY R.,,,,H,TX,28,,,,,,,,
SB23,C00135855,SB23.11787,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,P2024,,2023-11-07,1000.00,,Political contribution,011,C00706614,TONY GONZALES FOR CONGRESS,H0TX35015,GONZALES,ERNEST ANTHONY TONY,,,II,H,TX,23,,,,,,,,
SB23,C00135855,SB23.11790,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,PO BOX 6270,,BROWNSVILLE,TX,78523,P2024,,2023-12-21,2500.00,,Political contribution,011,C00592659,VICENTE GONZALEZ FOR CONGRESS,H6TX15162,GONZALEZ,VICENTE,,,,H,TX,34,,,,,,,,
SB23,C00135855,SB23.11793,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,P2024,,2023-09-18,1500.00,,Political contribution,011,C00548180,WESTERMAN FOR CONGRESS,H4AR04048,WESTERMAN,BRUCE,,,,H,AR,04,,,,,,,,
