form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00658476,500172803,,,PTY,DNC Travel Escrow,,,,,,430 S Capitol St SE,,Washington,DC,200034024,G2023,,2023-04-03,6869.29,0.00,Travel,,C00773911,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500172799,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,G2023,,2023-04-03,90280.04,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500172777,,,ORG,"Mark Spengler, LLC",,,,,,324 U St NW,,Washington,DC,200011722,G2023,,2023-04-05,144.87,0.00,Travel,,,,,,,,,,,,,,,,,,,,Details below if itemized
SB21B,C00658476,500172787,500172777,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,G2023,,2023-04-03,20.69,0.00,Transportation,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500172788,500172777,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,G2023,,2023-04-03,18.98,0.00,Transportation,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500172786,500172777,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,G2023,,2023-04-05,11.74,0.00,Transportation,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500172778,,,ORG,"Mark Spengler, LLC",,,,,,324 U St NW,,Washington,DC,200011722,G2023,,2023-04-05,402.99,0.00,Travel,,,,,,,,,,,,,,,,,,,,Details below if itemized
SB21B,C00658476,500172791,500172778,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,G2023,,2023-04-03,15.24,0.00,Food & Beverages,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500172792,500172778,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,G2023,,2023-04-03,195.00,0.00,Travel; Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500172794,500172778,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,G2023,,2023-04-03,56.87,0.00,Transportation,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500172804,,,PTY,DNC Travel Escrow,,,,,,430 S Capitol St SE,,Washington,DC,200034024,G2023,,2023-04-11,5000.00,0.00,Travel,,C00773911,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500172781,,,ORG,One Teaspoon Of Yum,,,,,,1306 Petree St,Apt 439,El Cajon,CA,920202333,G2023,,2023-04-11,1607.79,0.00,"Catering, Food & Beverages",,,,,,,,,,,,,,,,,,,,
