form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00805556,500500328,,,CCM,ANDREI FOR ARIZONA,,,,,,PO Box 26058,,Phoenix,AZ,850686058,,,2024-02-22,2334.81,0.00,Joint Fundraising Transfer,,C00837062,,,CHERNY,ANDREI,,,,H,AZ,01,,,,,,,,
SB22,C00805556,500500330,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,,,2024-02-22,12257.75,0.00,Joint Fundraising Transfer,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB22,C00805556,500500334,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,,,2024-02-22,14703.74,0.00,Joint Fundraising Transfer,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB22,C00805556,500500337,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,193330222,,,2024-02-22,6420.73,0.00,Joint Fundraising Transfer,,C00637371,,,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
SB22,C00805556,500500339,,,ORG,Colin Allred For Congress,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-02-22,3210.36,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00805556,500500341,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-02-22,14703.74,0.00,Joint Fundraising Transfer,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB22,C00805556,500500347,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,,,2024-02-22,12257.75,0.00,Joint Fundraising Transfer,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB22,C00805556,500500349,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,,,2024-02-22,14703.74,0.00,Joint Fundraising Transfer,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB22,C00805556,500500352,,,CCM,DR. BRIAN WILLIAMS FOR CONGRESS,,,,,,PO Box 180725,,Dallas,TX,752180725,,,2024-02-22,12257.75,0.00,Joint Fundraising Transfer,,C00840520,,,WILLIAMS,BRIAN,DR.,,,H,TX,32,,,,,,,,
SB22,C00805556,500500353,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,,,2024-02-22,14703.74,0.00,Joint Fundraising Transfer,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
