form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00564807,B880756,,,PAC,HBACA PAC,,,,,,7310 N. 16th St. Suite 305,,Phoenix,AZ,85020,O2024,Not Applicable,2024-08-14,15000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00564807,B884295,,,COM,Connect Maricopa,,,,,,5343 E Avalon Drive,,Phoenix,AZ,85018,O2024,Not Applicable,2024-09-18,10000.00,,Ballot Issue - Local,011,,,,,,,,,,, ,,,,,,,,
SB29,C00564807,B884296,,,CCM,Vote Bolick,,,,,,610 E Bell Rd Ste 2-142,,Phoenix,AZ,85022,G2024,,2024-09-18,500.00,,G-2024 State Senate 02 AZ,011,,,,Bolick,Shawnna,,,,S,AZ,02,,,,,,,,
SB29,C00564807,B884290,,,CCM,Tim Dunn for AZ Senate,,,,,,6324 E Telegraph St,,Yuma,AZ,85365,G2024,,2024-09-18,500.00,,G-2024 State Senate 25 AZ,011,,,,Dunn,Timothy,M,,,S,AZ,25,,,,,,,,
SB29,C00564807,B884289,,,CCM,GAIL GRIFFIN for State Rep - Dist 19,,,,,,PO Box 628,,Hereford,AZ,85615,G2024,,2024-09-18,500.00,,G-2024 State House 19 AZ,011,,,,Griffin,Gail,,,,H,AZ,19,,,,,,,,
SB29,C00564807,B884293,,,CCM,Vince Leach for Senate,,,,,,12995 N Oracle Rd. Ste 141 MS 113,,Tucson,AZ,85739,G2024,,2024-09-18,500.00,,G-2024 State Senate 17 AZ,011,,,,Leach,Vince,,,,S,AZ,17,,,,,,,,
SB29,C00564807,B884294,,,CCM,Thomas Shope for State Senator,,,,,,1206 N. Reeves Rd.,,Coolidge,AZ,85128,G2024,,2024-09-18,500.00,,G-2024 State Senate 16 AZ,011,,,,Shope,Thomas,,,,S,AZ,16,,,,,,,,
SB29,C00564807,B884292,,,CCM,Weninger for AZ,,,,,,1360 S. Camellia Ct.,,Chandler,AZ,85286,G2024,,2024-09-18,500.00,,G-2024 State House 13 AZ,011,,,,Weninger,Jeff,,,,H,AZ,13,,,,,,,,
SB29,C00564807,B884291,,,CCM,Werner for AZ,,,,,,10869 N. Scottsdale Rd Ste. 103-32,,Scottsdale,AZ,85254,G2024,,2024-09-18,500.00,,G-2024 State Senate 4 AZ,011,,,,Werner,Carine,,,,S,AZ,04,,,,,,,,
SB29,C00564807,B880750,,,PAC,Committee for Homeownership of the North State BIA,,,,,,921 11th Street  Suite 904,,Sacramento,CA,95814,O2024,Not Applicable,2024-08-14,5000.00,,Non-Federal PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00564807,B880755,,,PAC,California Building Industry Assn PAC (CBIA PAC),,,,,,1215 K Street Suite 1200,,Sacramento,CA,95814,O2024,Not Applicable,2024-08-14,9100.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
