form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00606962,SB29.162523,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2023-03-22,40446.53,,Canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162525,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2023-03-24,1517.40,,Canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162508,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,,,2023-03-14,25025.00,,Mail for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162522,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2023-03-24,8708.98,,Texting for local election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162504,,,COM,Donya Sartor for Jonesboro Mayor,,,,,,1859 City Center Way,,Jonesboro,GA,30236,,,2023-03-07,2000.00,,Contribution from Non-Contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162513,,,PAC,Friends of Brandon Johnson,,,,,,308 E 75th Street,,Chicago,IL,60619,,,2023-03-23,70000.00,,Contribution from non-contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162506,,,ORG,Friends of Helen Gym,,,,,,PO Box 11766,,Philadelphia,PA,11766,,,2023-03-23,20000.00,,Contribution from non-contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162511,,,PAC,GRASSROOTS PAC,,,,,,608 S MAPLE AVE,,PURCELLVILLE,VA,20132,,,2023-03-23,27400.00,,Contribution from non-contribution account,,C00475434,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162521,,,ORG,National Research and Polling Group LLC,,,,,,6521 W 91st Ave,,Westminster,CO,80031,,,2023-03-01,4437.65,,Robocall and polling for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162515,,,PAC,PA UNITED FEDPAC,,,,,,841 CALIFORNIA AVE,3RD FLOOR,PITTSBURGH,PA,15212,,,2023-03-27,80000.00,,Contribution from non-contribution committee,,C00803742,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162510,,,PAC,THE PEOPLE'S LOBBY,,,,,,PO BOX 15123,,CHICAGO,IL,60615,,,2023-03-23,27400.00,,Contribution from non-contribution account,,C90015868,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162509,,,COM,United Working Families PAC,,,,,,2229 S Halsted Street,,Chicago,IL,60608,,,2023-03-23,27400.00,,Contribution from non-contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.162507,,,ORG,Zero Week Solutions,,,,,,3700 Dead Drive,,Ventura,CA,93003,,,2023-03-14,25000.00,,canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
