form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00148031,B865229,,,PTY,California Republican Party,,,,,,1001 K St.,,Sacramento,CA,95814,O2024,Not Applicable,2024-02-08,2500.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B865228,,,CCM,Laurie Davies for Assembly 2024,,,,,,9460 Tegner Rd,,Hilmar,CA,95324,P2024,,2024-02-08,1500.00,,P-2024 State House 74 CA,011,,,,Davies,Laurie,,,,H,CA,74,,,,,,,,
SB29,C00148031,B865226,,,CCM,Gallagher for Assembly 2024,,,,,,1017 L Street #131,,Sacramento,CA,95814,P2024,,2024-02-08,2000.00,,P-2024 State House 03 CA,011,,,,Gallagher,James,,,,H,CA,03,,,,,,,,
SB29,C00148031,B865225,,,CCM,Hoover for Assembly 2024,,,,,,10093 Davis Rd,,Wilton,CA,95693,P2024,,2024-02-08,1500.00,,P-2024 State House 07 CA,011,,,,Hoover,Josh,,,,H,CA,07,,,,,,,,
SB29,C00148031,B865230,,,CCM,Radanovich for Assembly 2024,,,,,,10093 Davis Road,,Wilton,CA,95693,P2024,,2024-02-08,2000.00,,P-2024 State House  CA,011,,,,Radanovich,George,,,,H,CA, ,,,,,,,,
SB29,C00148031,B865227,,,CCM,Wallis for Assembly 2024,,,,,,921 11th Street Suite 701,,Sacramento,CA,95814,P2024,,2024-02-08,1500.00,,P-2024 State House 47 CA,011,,,,Wallis,Greg,,,,H,CA,47,,,,,,,,
SB29,C00148031,B866017,,,CCM,Blanca Rubio for Assembly 2024,,,,,,550 S. Hope Street #1910,,Los Angeles,CA,90071,P2024,,2024-02-20,3000.00,,P-2024 State House 48 CA,011,,,,Rubio,Blanca,,,,H,CA,48,,,,,,,,
SB29,C00148031,B865262,,,CCM,Citizens for Hauter,,,,,,105 Forestview Rd,,Morton,IL,61550,P2024,,2024-02-08,1000.00,,P-2024 State House 87 IL,011,,,,Hauter,Bill,,,,H,IL,87,,,,,,,,
SB29,C00148031,B865263,,,CCM,Friends of Wayne Rosenthal,,,,,,209 S Monroe St,,Morrisonville,IL,62546,P2024,,2024-02-08,1000.00,,P-2024 State House 95 IL,011,,,,Rosenthal,Wayne,A,,,H,IL,95,,,,,,,,
SB29,C00148031,B865258,,,CCM,Committee to Elect Lisa Barnes,,,,,,302 Bend of River Road,,Spring Hope,NC,27882,P2024,,2024-02-08,1000.00,,P-2024 State Senate 11 NC,011,,,,Barnes,Lisa,S,,,S,NC,11,,,,,,,,
