form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00364133,B865117,,,CCM,Bergman for Congress,,,,,,150 I Street SE Apartment 406,,Washington,DC,20003,P2024,,2024-02-06,1000.00,,Contribution,011,C00614214,,H6MI01226,Bergman,John,,,,H,MI,01,,,,,,,,
SB23,C00364133,B865114,,,CCM,Friends of Kouri Marshall,,,,,,P.O. Box 10533,,Chicago,IL,60610,P2024,,2024-02-06,1000.00,,Contribution,011,C00844191,,H4IL07201,Marshall,Kouri,,,,H,IL,07,,,,,,,,
SB23,C00364133,B865116,,,CCM,Lisa McClain For Congress,,,,,,150 I Street SE Apartment 406,,Washington,DC,20003,P2024,,2024-02-06,1000.00,,Contribution,011,C00726042,,H0MI10287,McClain,Lisa,,,,H,MI,09,,,,,,,,
SB23,C00364133,B865113,,,CCM,Patel for PA,,,,,,PO Box 81714,,Pittsburgh,PA,15217,P2024,,2024-02-06,1500.00,,Contribution,011,C00798900,,H2PA18259,Patel,Bhavini,,,,H,PA,12,,,,,,,,
SB23,C00364133,B865115,,,CCM,Walberg for Congress,,,,,,150 I Street SE Apartment 406,,Washington,DC,20003,P2024,,2024-02-06,1000.00,,Contribution,011,C00390724,,H4MI07103,Walberg,Timothy,,,,H,MI,05,,,,,,,,
SB23,C00364133,B865928,,,CCM,Friends of Maria Montero Inc.,,,,,,980 Valley Road,,Blue Bell,PA,19422,P2024,,2024-02-15,1000.00,,Contribution,011,C00844258,,H4PA07100,Montero,Maria,,,,H,PA,07,,,,,,,,
SB23,C00364133,B865932,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,P2024,,2024-02-15,2000.00,,Contribution,011,C00573949,,H6NJ05171,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,
SB23,C00364133,B865929,,,CCM,Meuser For Congress,,,,,,980 Valley Road,,Blue Bell,PA,19422,P2024,,2024-02-15,2500.00,,Contribution,011,C00654723,,H8PA10147,Meuser,Dan,,,,H,PA,09,,,,,,,,
SB23,C00364133,B865930,,,CCM,Mike O'Brien for PA,,,,,,PO Box 60707,,Harrisburg,PA,17106,P2024,,2024-02-15,1000.00,,Contribution,011,C00849851,,H4PA10088,O'Brien,Mike,,,,H,PA,10,,,,,,,,
SB23,C00364133,B865931,,,CCM,Veronica Escobar for Congress,,,,,,P. O. Box 3961,,El Paso,TX,79923,G2024,,2024-02-15,1000.00,,Contribution,011,C00653923,,H8TX16109,Escobar,Veronica,,,,H,TX,16,,,,,,,,
