form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00369660,500039800,,,CCM,BICE FOR CONGRESS,,,,,,PO Box 21315,,Oklahoma City,OK,731561315,G2022,,2023-01-26,-500.00,0.00,10/26/22 check voided,011,C00703843,,,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00369660,500060470,,,CCM,QUIGLEY FOR CONGRESS,,,,,,2652 N Southport Ave,Unit E,Chicago,IL,606140802,P2024,,2023-06-22,1000.00,0.00,Contribution,011,C00457556,,,QUIGLEY,MIKE,,,,H,IL,05,,,,,,,,
SB23,C00369660,500056970,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO Box 64845,,Baton Rouge,LA,708964845,P2024,,2023-02-24,1000.00,0.00,Contribution,011,C00558486,,,GRAVES,GARRET,,,,H,LA,06,,,,,,,,
SB23,C00369660,500039801,,,CCM,VERN BUCHANAN FOR CONGRESS,,,,,,PO Box 48928,,Sarasota,FL,342305928,G2022,,2023-01-26,-500.00,0.00,11/2/22 check voided,011,C00412759,,,BUCHANAN,VERNON,,,,H,FL,16,,,,,,,,
SB23,C00369660,500060091,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO Box 421349,,Kissimmee,FL,347421349,P2024,,2023-06-13,1000.00,0.00,Contribution,011,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00369660,500059512,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,PO Box 12567,,Columbia,SC,292112567,P2024,,2023-05-24,1000.00,0.00,Contribution,011,C00255562,,,CLYBURN,JAMES,E.,,,H,SC,06,,,,,,,,
SB23,C00369660,500057012,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,P2024,,2023-02-27,1000.00,0.00,Contribution,011,C00391029,,,COSTA,JIM MR.,,,,H,CA,16,,,,,,,,
SB23,C00369660,500057672,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,P2024,,2023-03-20,1000.00,0.00,Contribution,011,C00763045,,,NICKEL,WILEY,,,,H,NC,13,,,,,,,,
SB23,C00369660,500057673,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO Box 421349,,Kissimmee,FL,347421349,P2024,,2023-03-20,1000.00,0.00,Contribution,011,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00369660,500039454,,,CCM,ANNA ESHOO FOR CONGRESS,,,,,,555 Capitol Mall,Ste 400,Sacramento,CA,958144503,P2024,,2023-01-17,1500.00,0.00,Contribution,011,C00258475,,,ESHOO,ANNA G,,,,H,CA,18,,,,,,,,
SB23,C00369660,500057864,,,CCM,VIRGINIA FOXX FOR CONGRESS,,,,,,PO Box 2676,,Boone,NC,286072676,P2024,,2023-03-31,2500.00,0.00,Contribution,011,C00386748,,,FOXX,VIRGINIA ANN,,,,H,NC,05,,,,,,,,
