form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00725747,EB1438,,,ORG,BANK OF AMERICA,,,,,,330 SOUTH SANTA FE AVENUE,,VISTA,CA,92081,,,2024-07-02,10.00,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1439,,,ORG,CAMPAIGN COMPLIANCE GROUP INC,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2024-07-15,2450.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1419,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST STE 1770,,NEW ORLEANS,LA,70112,,,2024-07-31,281.80,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1442,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2024-08-26,18.00,,DEPOSIT SLIPS,001,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1444,,,ORG,CAMPAIGN COMPLIANCE GROUP INC,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2024-08-27,2450.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1461,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST STE 1770,,NEW ORLEANS,LA,70112,,,2024-08-31,630.70,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1462,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST STE 1770,,NEW ORLEANS,LA,70112,,,2024-09-18,4652.40,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1511,,,ORG,"PACIFIC POLITICAL, INC",,,,,,"1800 THIBODO RD, #300",,VISTA,CA,92081,,,2024-09-18,23650.00,,FUNDRAISING CONSULTING SERVICES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,EB1510,,,ORG,"PACIFIC POLITICAL, INC",,,,,,"1800 THIBODO RD, #300",,VISTA,CA,92081,,,2024-09-18,7152.39,,REIMBURSEMENT: SEE MEMOS BELOW,003,,,,,,,,,,,,,,,,,,,
SB21B,C00725747,XB40EB1510,EB1510,SB21B,ORG,NICK & G'S,,,,,,6106 PASEO DELICIAS,,RANCHO SANTA FE,CA,92067,,,2024-09-18,2196.68,,EVENT VENUE & CATERING COSTS,003,,,,,,,,,,,,"PACIFIC POLITICAL, INC","1800 THIBODO RD, #300",,VISTA,CA,92081,X,
