form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00576975,500395772,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-10-29,5000.00,0.00,Campaign Contribution,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00576975,500395777,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,E2024,Recount,2024-11-21,5000.00,0.00,Recount Contribution,,C00431056,,,CASEY,ROBERT,P.,,JR.,S,PA,00,,,,,,,,
SB23,C00576975,500395765,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-10-28,2500.00,0.00,Campaign Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00576975,500395775,,,CCM,CITIZENS FOR BOYLE,,,,,,PO Box 14310,,Philadelphia,PA,191150310,G2024,,2024-11-01,5000.00,0.00,Campaign Contribution,,C00543363,,,Boyle,Brendan,F,,,H,PA,02,,,,,,,,
SB23,C00576975,500395764,,,CCM,DAN GOLDMAN FOR NEW YORK,,,,,,PO Box 3306,,New York,NY,100083306,G2024,,2024-10-23,3000.00,0.00,Campaign Contribution,,C00816660,,,GOLDMAN,DANIEL,,,,H,NY,10,,,,,,,,
SB23,C00576975,500395776,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,338 N Magnolia Ave,Ste D,Orlando,FL,328011639,G2024,,2024-11-01,1000.00,0.00,Campaign Contribution,,C00581074,,,Soto,Darren,,,,H,FL,09,,,,,,,,
SB23,C00576975,500395768,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-10-29,5000.00,0.00,Campaign Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00576975,500395771,,,CCM,MIKIE SHERRILL FOR CONGRESS,,,,,,PO Box 43032,,Montclair,NJ,070430032,G2024,,2024-10-29,5000.00,0.00,Campaign Contribution,,C00640003,,,SHERRILL,MIKIE,,,,H,NJ,11,,,,,,,,
SB23,C00576975,500395773,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-10-29,5000.00,0.00,Campaign Contribution,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00576975,500395767,,,CCM,NIKKI FOR CONGRESS,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-10-29,2000.00,0.00,Campaign Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00576975,500395769,,,CCM,ROSEN FOR NEVADA,,,,,,1000 N Green Valley Pkwy,Ste 440 Pmb 177,Henderson,NV,890746172,G2024,,2024-10-29,5000.00,0.00,Campaign Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00576975,500395774,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,G2024,,2024-10-31,5000.00,0.00,Campaign Contribution,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB23,C00576975,500395770,,,CCM,WHITTEN FOR CONGRESS,,,,,,6534 W Piute Ave,,Glendale,AZ,853087060,G2024,,2024-10-29,1000.00,0.00,Campaign Contribution,,C00849968,,,WHITTEN,GREGORY,,,,H,AZ,08,,,,,,,,
