form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00252825,SB29.123264,,,PAC,Bob Casey for Senate,,,,,,P O Box 58746,,Philadelphia,PA,19102,,,2024-04-01,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123372,,,PAC,Bucks United,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2024-05-07,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123280,,,PAC,Chester County Democratic Women's Leaders,,,,,,P O Box 128,,Paoli,PA,19301,,,2024-04-11,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124139,,,CCM,Christy Brady for CIty Controller,,,,,,P O Box 57138,,Philadelphia,PA,19111,,,2024-05-14,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124141,,,COM,Citizens for Hughes,,,,,,P O Box 13031,,Philadelphia,PA,19101,,,2024-05-14,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125098,,,CCM,Citizens for Hughes,,,,,,P.O. Box 13031,,Philadelphia,PA,19101,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123369,,,CCM,Committee to Elect Frank Pintabone,,,,,,1107 W Berwick Street,,Easton,PA,18042,,,2024-04-30,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125094,,,CCM,Committee to Elect Ryan Bizzarro,,,,,,P O Box 8750,,Erie,PA,16505,,,2024-06-03,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123276,,,CCM,Conlonial Democrats,,,,,,P O Box 55,,Conshohocken,PA,19428,,,2024-04-08,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125119,,,COM,Deeley 15,,,,,,P O Box 22535,,Philadelphia,PA,19110,,,2024-06-26,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125116,,,COM,Democratic Campaign Committee of Phila,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2024-06-18,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124144,,,CCM,DePasquale for AG,,,,,,P O Box 53043,,Pittsburgh,PA,15219,,,2024-05-15,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123370,,,PAC,Friends of Barry Jozwiak,,,,,,590 Grange Road,,Bernville,PA,19506,,,2024-04-30,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123266,,,CCM,Friends of Brian Munroe,,,,,,1388 W Street Road,,Warminster,PA,18974,,,2024-04-02,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123270,,,COM,Friends of Brian O'Neill,,,,,,15209 Bernita Drive,,Philadelphia,PA,19116,,,2024-04-04,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123268,,,CCM,Friends of Carol Kazeem,,,,,,837 E 16th Street,,Chester,PA,19013,,,2024-04-03,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125103,,,CCM,Friends of Dan Miller,,,,,,P O Box 13421,,Pittsburgh,PA,15243,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125105,,,CCM,Friends of Devlin Robinson,,,,,,P O Box 81,,Hershey,PA,17033,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125106,,,COM,Friends of Eric Nelson,,,,,,P O Box 43,,New Stanton,PA,15672,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125100,,,COM,Friends of Frank Farry,,,,,,P O Box 231,,Langhorne,PA,19047,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125117,,,CCM,Friends of Jim Prokopiak,,,,,,32 Butterfly Lane,,Levittown,PA,19054,,,2024-06-18,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123363,,,COM,Friends of Joanna McClinton,,,,,,P O Box 16668,,Philadelphia,PA,19139,,,2024-04-22,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125107,,,COM,Friends of Joanna McClinton,,,,,,P O Box 16668,,Philadelphia,PA,19139,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124142,,,CCM,Friends of Joe Pittman,,,,,,P O Box 2101,,Jenkintown,PA,19046,,,2024-05-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125108,,,COM,Friends of Joe Pittman,,,,,,P O Box 382,,Indiana,PA,15701,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125109,,,CCM,Friends of Kim Ward,,,,,,P O Box 2101,,Jenkintown,PA,19046,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123272,,,CCM,Friends of Kristin Marcell,,,,,,87 Hampton Court,,Newtown,PA,18940,,,2024-04-05,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125113,,,CCM,Friends of Lisa Borowski,,,,,,P O Box 16668,,Philadelphia,PA,19139,,,2024-06-04,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124149,,,COM,Friends of Mike Schlossberg,,,,,,P O Box 11466,,Harrisburg,PA,17108,,,2024-05-29,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125095,,,CCM,Friends of Noah Marlier,,,,,,508 Bradford Road,,Oreland,PA,19075,,,2024-06-03,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123274,,,CCM,Friends of Shelby Labs,,,,,,P O Box 1677,,Doylestown,PA,18901,,,2024-04-05,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123279,,,COM,Friends of Steve Malagari,,,,,,P O Box 1712,,Lansdale,PA,19446,,,2024-04-08,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125110,,,CCM,Friends of Tim O'Neal,,,,,,4075 Linglestown Road,,Harrisburg,PA,17112,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124146,,,CCM,Friends of Tom Mehaffie,,,,,,P O Box 414,,Harrisburg,PA,17108,,,2024-05-20,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124147,,,CCM,George Huck Rattay for State Rep,,,,,,1017 Lafayette Street,,Uniontown,PA,15401,,,2024-05-20,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123367,,,COM,Jamie Gauthier for West Philly,,,,,,P O Box 38777,,Philadelphia,PA,19104,,,2024-04-26,6300.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125112,,,PAC,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123371,,,CCM,Jimmy Dillon for Senate,,,,,,P O Box 63136,,Philadelphia,PA,19154,,,2024-05-02,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123373,,,CCM,Joe Ciresi for State Representative,,,,,,4011 Ashbrook Drive,,Royersford,PA,19468,,,2024-05-07,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123265,,,COM,Kennedy Democrats,,,,,,P O Box 2134,,Bristol,PA,19007,,,2024-04-01,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125115,,,COM,Mike Driscoll for Council,,,,,,P O Box 63317,,Philadelphia,PA,19114,,,2024-06-17,14800.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125118,,,PAC,Montgomery County Democratic Committee,,,,,,PO Box 857,,Norristown,PA,19404,,,2024-06-19,3000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125120,,,COM,Neilson for the Northeast,,,,,,P O Box 6054,,Philadelphia,PA,19114,,,2024-06-26,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.123368,,,PAC,Pa Democratic Party,,,,,,P O Box 22356,,Philadelphia,PA,19110,,,2024-04-29,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125114,,,COM,People for Cherelle Parker,,,,,,P O Box 27647,,Philadelphia,PA,19118,,,2024-06-17,25000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.124150,,,COM,Perry Warren for State Rep,,,,,,P O Box 420,,Newtown,PA,18940,,,2024-05-29,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125096,,,CCM,Sean Dougherty for State Repo,,,,,,P O Box 22611,,Philadelphia,PA,19110,,,2024-06-03,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.125111,,,COM,Stacy Garrity for PA,,,,,,P O Box 62224,,Harrisburg,PA,17106,,,2024-06-04,2000.00,,,,,,,,,,,,,,,,,,,,,,
