form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00770214,SB29.I27948,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-09-13,92.22,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I27949,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-09-13,17521.84,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I27950,SB29.I27949,SB29,IND,,BACA,CALEB,P.,,,"949 FIRST STREET, SE",#934,WASHINGTON,DC,20003,,,2024-09-13,791.67,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27952,SB29.I27949,SB29,IND,,DIVELY,MORGAN,A.,,,3041 TALKING ROCK DRIVE,,FAIRFAX,VA,22031,,,2024-09-13,2928.13,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27953,SB29.I27949,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-09-13,2983.72,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27954,SB29.I27949,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-09-13,224.75,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27955,SB29.I27949,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-09-13,5733.25,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27956,SB29.I27949,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-09-13,276.98,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27951,SB29.I27949,SB29,ORG,BOW TIE PRO LLC,,,,,,816 WILDWOOD CIRCLE,,LEESVILLE,SC,29070,,,2024-09-13,4583.34,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27957,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-09-13,5848.04,,NON-CONTRIBUTION ACCOUNT - PAYROLL TAXES,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I28136,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-09-20,92.22,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I28294,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-09-27,8.95,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I28446,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-09-30,17521.83,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I28447,SB29.I28446,SB29,IND,,BACA,CALEB,P.,,,"949 FIRST STREET, SE",#934,WASHINGTON,DC,20003,,,2024-09-30,791.67,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I28449,SB29.I28446,SB29,IND,,DIVELY,MORGAN,A.,,,3041 TALKING ROCK DRIVE,,FAIRFAX,VA,22031,,,2024-09-30,2928.14,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I28450,SB29.I28446,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-09-30,2983.71,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I28451,SB29.I28446,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-09-30,224.75,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I28452,SB29.I28446,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-09-30,5733.24,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I28453,SB29.I28446,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-09-30,276.98,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
