form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00829549,FLORIDA CONSERVATIVES UNITED,,,,,,115 E PARK STREET STE 1,,TALLAHASSEE,FL,32301,2023-02-27,MONETARY DONATION TO PAC FUND,,GRUETERS,JOE,,,,,,FL,,O,PAC FUND,3000.00,,,,202401030300456458
SB29,C00829549,REPUBLICAN PARTY OF FL - HOUSE MAJORITY,,,,,,420 E JEFFERSON STREET,,TALLAHASSEE,FL,32301,2023-02-27,MONETARY DONATION TO PAC FUND,,PEREZ,DANIEL,,,,,,FL,,O,PAC FUND,3750.00,,,,202401030300456459
SB29,C00829549,MOVING PINELLAS FORWARD,,,,,,PO BOX 32302,,TALLAHASSEE,FL,32302,2023-03-03,MONETARY DONATION TO PAC FUND,,CROSS,LINDSAY,,,,,,FL,,O,,1000.00,,,,202401030300456461
SB29,C00829549,FLORIDA DEMOCRATIC PARTY,,,,,,201 S MONROE ST #300,,TALLAHASSEE,FL,32301,2023-07-05,2023 LEADERSHIP BLUE GALA SPONSORSHIP,,N/A,,,,,,,FL,,O,DONATION/SPONSORSHIP,5000.00,,,,202401030300456462
SB29,C00829549,FRIENDS OF ED HOOPER PC,,,,,,235 E VIRGINIA STREET,,TALLAHASSEE,FL,32301,2023-02-27,MONETARY DONATION TO PAC FUND,,HOOPER,ED,,,,,,FL,,O,PAC FUND,3250.00,,,,202401030300456459
SB29,C00829549,FLORIDA FARMERS AND RANCHERS UNITED,,,,,,1103 HAYS STREET,,TALLAHASSEE,FL,32301,2023-02-27,MONETARY DONATION TO PAC FUND,,TOMKOW,JOSIE,,,,,,FL,,O,PAC FUND,1750.00,,,,202401030300456458
SB29,C00829549,HOW WE ALL WIN PC,,,,,,701 S HOWARD AVE #106-813,,TAMPA,FL,33606,2023-03-03,MONETARY DONATION TO PAC FUND,,DRISKELL,FENTRICE,,,,,,FL,,O,,1000.00,,,,202401030300456461
SB29,C00829549,FLORIDA ALWAYS FIRST,,,,,,2600 S DOUGLAS RD #800,,CORAL GABLES,FL,33134,2023-02-27,MONETARY DONATION TO PAC FUND,,GARCIA,ALINA,,,,,,FL,,O,PAC FUND,750.00,,,,202401030300456458
SB29,C00829549,PEOPLE ABOVE POLITICS,,,,,,2100 SALZEDO STREET STE 200,,TALAHASSEE,FL,33134,2023-02-27,MONETARY DONATION TO PAC FUND,,BUSATTA-CABRERA,DEMI,,,,,,FL,,O,PAC FUND,2500.00,,,,202401030300456460
SB29,C00829549,HILLS BOROUGH COUNTY DEMOCRATIC EXEC COMM,,,,,,13220 N 56TH STREET,,TEMPLE TERRACE,FL,33617,2023-04-12,SPONSORSHIP 9TH ANNUAL SPRING FLING,,,,,,,,,FL,,O,,5000.00,,,,202401030300456461
SB29,C00829549,PEOPLE ABOVE POLITICS,,,,,,2640 A MITCHAM DR,,TALLAHASSEE,FL,32308,2023-02-27,MONETARY DONATION TO PAC FUND,,SIMON,COREY,,,,,,FL,,O,PAC FUND,2500.00,,,,202401030300456459
SB29,C00829549,BUCHANAN FOR FLORIDA,,,,,,133 HARBOR DR E,,VENICE,FL,34285,2023-02-27,MONETARY DONATION TO PAC FUND,,BUCHANAN,JAMES,,,,,,FL,,O,PAC FUND,1250.00,,,,202401030300456460
SB29,C00829549,DONNA DEEGAN FOR MAYOR,,,,,,1015 ATLANTIC BLVD #229,,ATLANTIC BEACH,FL,32233,2023-04-20,MAYORAL CANDIDATE SUPPORT,,DEEGAN,DONNA,,,,,,FL,,O,LOCAL MAYORAL RACE,1000.00,,,,202401030300456462
SB29,C00829549,PEOPLE FOR COASTAL COMMON SENSE,,,,,,2055 NW DIAMOND CREEK WAY,,JENSEN BEACH,FL,34957,2023-02-27,MONETARY DONATION TO PAC FUND,,CARUSO,MIKE,,,,,,FL,,O,PAC FUND,1250.00,,,,202401030300456460
