form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00148031,B876556,,,CCM,Blanca Pacheco for Assembly 2024,,,,,,1017 L Street #292,,Sacramento,CA,95814,G2024,,2024-06-24,1500.00,,G-2024 State House 64 CA,011,,,,Pacheco,Blanca,,,,H,CA,64,,,,,,,,
SB29,C00148031,B874927,,,CCM,Georgians for John King,,,,,,P.O. Box 768351,,Roswell,GA,30076,P2026,,2024-06-10,2000.00,,P-2026 State Insur. Comm.  GA,011,,,,King,John,,,,,GA, ,,,,,,,,
SB29,C00148031,B876555,,,CCM,Citizens for Arellano,,,,,,518 E. 2nd Street,,Dixon,IL,61021,P2026,,2024-06-24,2500.00,,P-2026 State Senate 37 IL,011,,,,Arellano,Liandro,,,Jr.,S,IL,37,,,,,,,,
SB29,C00148031,B876554,,,CCM,Citizens for Seth Lewis,,,,,,29W571 Sunnydale Ct,,Bartlett,IL,60103,G2024,,2024-06-24,2000.00,,G-2024 State House 45 IL,011,,,,Lewis,Seth,,,,H,IL,45,,,,,,,,
SB29,C00148031,B876553,,,CCM,Jil Tracy for State Senate,,,,,,1628 Fieldstone Drive,,Quincy,IL,62305,P2026,,2024-06-24,1000.00,,P-2026 State Senate 50 IL,011,,,,Tracy,Jil,,,,S,IL,50,,,,,,,,
SB29,C00148031,B876551,,,CCM,Friends of Sally Turner,,,,,,P.O. Box 124,,Elkhart,IL,62634,P2026,,2024-06-24,2500.00,,P-2026 State Senate 44 IL,011,,,,Turner,Sally,,,,S,IL,44,,,,,,,,
SB29,C00148031,B876552,,,CCM,Travis Weaver for State House,,,,,,5400 W. Sienna Lane Apt. 5204,,Peoria,IL,61615,G2024,,2024-06-24,2500.00,,G-2024 State House 93 IL,011,,,,Weaver,Travis,,,,H,IL,93,,,,,,,,
SB29,C00148031,B877131,,,CCM,Citizens for Hammond,,,,,,P.O. Box 694,,Macomb,IL,61455,G2024,,2024-06-27,1000.00,,G-2024 State House 94 IL,011,,,,Hammond,Norine,,,,H,IL,94,,,,,,,,
SB29,C00148031,B874929,,,CCM,Ron Alting for State Senate Cmte,,,,,,P.O. Box 186,,Lafayette,IN,47902,P2026,,2024-06-10,2500.00,,P-2026 State Senate 22 IN,011,,,,Alting,Ron,J,,,S,IN,22,,,,,,,,
SB29,C00148031,B874928,,,CCM,Ott for SC,,,,,,135 Ott farm trail,,St. Matthews,SC,29135,G2024,,2024-06-10,1000.00,,G-2024 State Senate 26 SC,011,,,,Ott,Russell,L,,,S,SC,26,,,,,,,,
