form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00081273,SB29.15484,,,CCM,Amy Nielsen for Iowa,,,,,,640 Broadmoor Dr,,North Liberty,IA,52317,,,2024-07-17,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15525,,,COM,Austin Harris for Iowa,,,,,,29374 570th St,,Moulton,IA,52572,,,2024-07-03,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15482,,,CCM,Bergen for Iowa House,,,,,,1204 N Bear Road,,Dorchester,IA,52140,,,2024-07-11,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15485,,,CCM,Bisignano for Senate,,,,,,2618 E Leach Ave.,,Des Moines,IA,50320,,,2024-07-17,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15488,,,CCM,Bousselot for Iowa,,,,,,4003 SW 4th St.,,Ankeny,IA,50023,,,2024-07-29,3000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15510,,,CCM,Citizens for Jesse Greene,,,,,,116 McPherson St.,,Boone,IA,50036,,,2024-09-19,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15481,,,CCM,Citizens for Sexton,,,,,,2202 Ogden Ave.,,Rockwell City,IA,50579,,,2024-07-11,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15508,,,CCM,Citizens of Sieck,,,,,,1710 Timber Lane,,Glenwood,IA,51534,,,2024-08-26,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15483,,,CCM,Committee to Elect Rick Olson,,,,,,3012 E. 31st Ave,,Des Moines,IA,50317,,,2024-07-17,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15492,,,CCM,Cournoyer for Senate,,,,,,21932 Great River Rd,,LeClaire,IA,52753,,,2024-07-29,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15504,,,CCM,Dan Dawson for State Senate,,,,,,213 Upland Drive,,Council Bluffs,IA,51503,,,2024-08-26,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15490,,,CCM,Dan Zumbach for Senate,,,,,,2618 - 140th Ave.,,Ryan,IA,52330,,,2024-07-29,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15487,,,CCM,Dawn Driscoll for State Senate,,,,,,2405 K Ave.,,Williamsburg,IA,52361,,,2024-07-29,2000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15503,,,CCM,Dickey for Iowa,,,,,,1415 Packwood Rd.,,Packwood,IA,52580,,,2024-08-26,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15500,,,CCM,Elect Zach Wahls,,,,,,1507 Winterpark Drive,,Coralville,IA,52241,,,2024-08-15,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15480,,,CCM,Friends for Brian Lohse,,,,,,1500 NE Morgan Dr,,Bondurant,IA,50035,,,2024-07-11,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15495,,,CCM,Friends of Jacob Bossman,,,,,,2650 S. Cedar St,,Sioux City,IA,51106,,,2024-08-15,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15506,,,COM,Friends of Klimesh,,,,,,PO Box 111,,Spillville,IA,52168,,,2024-08-26,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15479,,,CCM,Friends of Whitver,,,,,,4019 NE Bellagio Circle,,Ankeny,IA,50023,,,2024-07-11,8000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15526,,,COM,Gustoff for Iowa,,,,,,5883 NE 6th St,,Des Moines,IA,50313,,,2024-07-11,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15535,,,COM,Henderson for House,,,,,,4540 Talbot Road,,Sioux City,IA,51103,,,2024-09-04,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15511,,,CCM,Ingels for Iowa House,,,,,,13298 130th St,,Randalia,IA,52164,,,2024-09-19,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15540,,,COM,Iowans for Cooling,,,,,,3512 Mayfair Street SW,,Cedar Rapids,IA,52404,,,2024-09-19,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15497,,,CCM,Jones for Iowa,,,,,,4470 Hwy 71,,Sioux Rapids,IA,50585,,,2024-08-15,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.15532,,,COM,Kerry Gruenhagen for Iowa Senate,,,,,,20319 70th Ave,,Walcott,IA,52773,,,2024-08-15,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
