form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00348607,500561130,,,CCM,Chris Coons For Delaware,,,,,,PO Box 9900,,Newark,DE,197145000,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00475392,,,Coons,Christopher,A.,,,S,DE,00,,,,,,,,
SB23,C00348607,500561131,,,CCM,Chris Coons For Delaware,,,,,,PO Box 9900,,Newark,DE,197145000,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00475392,,,Coons,Christopher,A.,,,S,DE,00,,,,,,,,
SB23,C00348607,500561147,,,CCM,Cory Booker For Senate,,,,,,PO Box 15293,,Washington,DC,200030293,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00540500,,,Booker,Cory,A.,,,S,NJ,00,,,,,,,,
SB23,C00348607,500561148,,,CCM,Cory Booker For Senate,,,,,,PO Box 15293,,Washington,DC,200030293,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00540500,,,Booker,Cory,A.,,,S,NJ,00,,,,,,,,
SB23,C00348607,500561126,,,CCM,Friends Of Mark Warner,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00438713,,,Warner,Mark,Robert,,,S,VA,00,,,,,,,,
SB23,C00348607,500561127,,,CCM,Friends Of Mark Warner,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00438713,,,Warner,Mark,Robert,,,S,VA,00,,,,,,,,
SB23,C00348607,500561128,,,CCM,Hickenlooper For Colorado,,,,,,PO Box 18886,,Denver,CO,802180886,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00716720,,,Hickenlooper,John,W.,,,S,CO,00,,,,,,,,
SB23,C00348607,500561129,,,CCM,Hickenlooper For Colorado,,,,,,PO Box 18886,,Denver,CO,802180886,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00716720,,,Hickenlooper,John,W.,,,S,CO,00,,,,,,,,
SB23,C00348607,500561151,,,CCM,Jeff Merkley For Oregon,,,,,,PO Box 14172,,Portland,OR,972930172,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00437277,,,Merkley,Jeffrey,Alan,,,S,OR,00,,,,,,,,
SB23,C00348607,500561152,,,CCM,Jeff Merkley For Oregon,,,,,,PO Box 14172,,Portland,OR,972930172,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00437277,,,Merkley,Jeffrey,Alan,,,S,OR,00,,,,,,,,
SB23,C00348607,500561133,,,CCM,Jon Ossoff For Senate,,,,,,PO Box 450326,,Atlanta,GA,311450326,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00718866,,,Ossoff,Jonathan,T.,,,S,GA,00,,,,,,,,
SB23,C00348607,500561134,,,CCM,Jon Ossoff For Senate,,,,,,PO Box 450326,,Atlanta,GA,311450326,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00718866,,,Ossoff,Jonathan,T.,,,S,GA,00,,,,,,,,
SB23,C00348607,500561149,,,CCM,People For Ben,,,,,,PO Box 31129,,Santa Fe,NM,875941129,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00443689,,,Lujan,Ben Ray,,,,S,NM,00,,,,,,,,
SB23,C00348607,500561150,,,CCM,People For Ben,,,,,,PO Box 31129,,Santa Fe,NM,875941129,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00443689,,,Lujan,Ben Ray,,,,S,NM,00,,,,,,,,
SB23,C00348607,500561139,,,CCM,Peters For Michigan,,,,,,PO Box 32072,,Detroit,MI,482320072,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00437889,,,Peters,Gary,,,,S,MI,00,,,,,,,,
SB23,C00348607,500561140,,,CCM,Peters For Michigan,,,,,,PO Box 32072,,Detroit,MI,482320072,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00437889,,,Peters,Gary,,,,S,MI,00,,,,,,,,
SB23,C00348607,500561144,,,CCM,Shaheen For Senate,,,,,,PO Box 33079,,Washington,DC,200330079,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00457325,,,Shaheen,Jeanne,,,,S,NH,00,,,,,,,,
SB23,C00348607,500561145,,,CCM,Shaheen For Senate,,,,,,PO Box 33079,,Washington,DC,200330079,G2026,,2024-12-10,5000.00,0.00,Contribution,,C00457325,,,Shaheen,Jeanne,,,,S,NH,00,,,,,,,,
SB23,C00348607,500561137,,,CCM,The Markey Committee,,,,,,PO Box 120029,,Boston,MA,021120029,P2026,,2024-12-10,5000.00,0.00,Contribution,,C00196774,,,Markey,Edward,John,,,S,MA,00,,,,,,,,
