form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00829598,SB29.4577,,,COM,313 Action Network,,,,,,11406 Littlefield Street,,Detroit,MI,48227,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4546,,,COM,Accountability for Government Fund,,,,,,PO Box 12173,,Lansing,MI,48901,,,2024-07-24,10000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4602,,,COM,AGUIAR-CURRY FOR ASSEMBLY 2024,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-08-14,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4552,,,COM,All Together Colorado,,,,,,191 University Blvd.,Suite 118,Denver,CO,80206,,,2024-07-25,12000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4585,,,COM,Always With The People,,,,,,4365 E Outer Drive,,Detroit,MI,48234,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4563,,,ORG,Apex Clean Energy Solutions,,,,,,120 Garrett sT.,Suite 700,Charlottesville,VA,22902,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4590,,,COM,Assembly Democratic Campaign Committee,,,,,,PO Box 814. Madison,,Madison,WI,53701,,,2024-08-20,2500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4581,,,COM,Berrien Forward,,,,,,185 E Main Street,,Benton Harbor,MI,49022,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4564,,,ORG,"BlueWave Project Development, LLC",,,,,,116 Huntington Avenue Suite 601,,Boston,MA,02116,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4612,,,COM,Buffy Wicks for Assembly 2024,,,,,,2126 Mason Street,,San Francisco,CA,94133,,,2024-08-27,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4560,,,ORG,Chaberton Energy Holdings,,,,,,1700 Rockville Pike,Suite 305,North Bethesda,MD,20852,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4539,,,COM,Clean Energy Illinois,,,,,,3216 N Clifton St.,,Chicago,IL,60657,,,2024-07-01,10000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4551,,,COM,Colorado Way Forward,,,,,,PO Box 100912,,Denver,CO,80250,,,2024-07-25,12000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4632,,,COM,Committee to Elect a Republican Senate,,,,,,PO Box 2741,,Madison,WI,53701,,,2024-09-20,12000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4608,,,COM,Cottie Petrie-Norris for Assembly 2024,,,,,,"2426 DuPont Drive, Suite 60-174",,Irvine,CA,92612,,,2024-08-23,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4562,,,ORG,Cypress Creek Renewables,,,,,,5310 S Alston Ave.,,Durham,NC,27713,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4558,,,ORG,Dimension Renewable Energy,,,,,,"3050 Peachtree Road, Suite 46-",,Atlanta,GA,30305,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4636,,,PAC,DLCC PAC,,,,,,1225 I ST NW,STE 1250,WASHINGTON,DC,20005,,,2024-09-25,10000.00,,Contribution - IE Only Account,,C00608380,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4647,,,COM,Eloise Reyes for Senate 2024,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-09-25,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4565,,,ORG,ForeFront Power,,,,,,"100 Montgomery Street, Ste 1400",,San Francisco,CA,94104,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4554,,,COM,Georgia House Republican Campaign Committee,,,,,,PO Box 2488,,Kennesaw,GA,30156,,,2024-07-30,2000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4549,,,COM,Grand Rapids Area Community Engagement Fund,,,,,,PO Box 10030,,Lansing,MI,48901,,,2024-07-24,15000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4587,,,COM,Grand Rapids Area Community Engagement Fund,,,,,,PO Box 10030,,Lansing,MI,48901,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4582,,,COM,Great Lakes Community Engagement Fund,,,,,,3003 East Michigan Ave #1097,,Lansing,MI,48912,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4570,,,COM,House Republican Campaign Committee,,,,,,PO Box 1313,,Jefferson City,MO,65102,,,2024-08-13,2500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4594,,,COM,Indiana Victory Fund,,,,,,"101 W Ohio Street, Suite 2200",,Indianapolis,IN,46204,,,2024-08-20,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4540,,,COM,Job Opportunities Equality Fund,,,,,,PO Box 11151,,Lansing,MI,48901,,,2024-07-17,1500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4631,,,COM,Jobs First Coalition,,,,,,PO Box 2071,,Brookfield,WI,530082071,,,2024-09-20,35000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4651,,,COM,John Harabedian for Assembly 2024,,,,,,"16633 Ventura Blvd, #1008",,Encino,CA,91436,,,2024-09-30,3000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4641,,,COM,Juan Carillo for Assembly 2024,,,,,,"374 No. Coast Highway 101, Ste. 2",,Encinitas,CA,92024,,,2024-09-12,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4639,,,COM,Lena Gonzalez for Senate 2024,,,,,,"2436 E. 4th Street, Suite 256",,Long Beach,CA,90814,,,2024-09-09,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4643,,,COM,Limon for Senate 2024,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-09-12,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4542,,,COM,Long Lake Leadership Fund,,,,,,9541 Amidon Drive,,Traverse City,MI,46985,,,2024-07-17,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4543,,,COM,Macomb Innovation Fund,,,,,,"201 Townsend Street, Suite 900",,Lansing,MI,48933,,,2024-07-17,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
