form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035204,19584583,,,CCM,Rogers For Senate,,,,,,PO Box 132,,Saint Joseph,MI,490850132,P2024,,2024-08-01,2500.00,0.00,Event - Aug 2024,011,C00849810,Rogers For Senate,S4MI00595,Rogers,Michael,,Rep.,,S,MI,,,,,,,,,Event - Aug 2024
SB23,C00035204,19584585,,,CCM,Rogers For Senate,,,,,,PO Box 132,,Saint Joseph,MI,490850132,G2024,,2024-08-01,5000.00,0.00,Event - Aug 2024,011,C00849810,Rogers For Senate,S4MI00595,Rogers,Michael,,Rep.,,S,MI,,,,,,,,,Event - Aug 2024
SB23,C00035204,19601013,,,CCM,Josh Hawley For Senate,,,,,,PO Box 31476,,St. Louis,MO,63131,P2024,,2024-08-02,-1500.00,0.00,Void - Josh Hawley For Senate,011,C00652727,Josh Hawley For Senate,S8MO00160,Hawley,Josh,,Sen.,,S,MO,,,,,,,,,Void - Josh Hawley For Senate
SB23,C00035204,19603785,,,CCM,Josh Hawley For Senate,,,,,,PO Box 31476,,St. Louis,MO,63131,G2024,,2024-08-07,1500.00,0.00,"Event - Aug 27, 2024",011,C00652727,Josh Hawley For Senate,S8MO00160,Hawley,Josh,,Sen.,,S,MO,,,,,,,,,"Event - Aug 27, 2024"
SB23,C00035204,19603786,,,CCM,Joni For Iowa,,,,,,PO Box 93441,,Des Moines,IA,50393,P2026,,2024-08-07,2000.00,0.00,"Event - Sep 17, 2024",011,C00546788,Joni For Iowa,S4IA00129,Ernst,Joni,,Sen.,,S,IA,,,,,,,,,"Event - Sep 17, 2024"
SB23,C00035204,19603788,,,CCM,Joni For Iowa,,,,,,PO Box 93441,,Des Moines,IA,50393,G2026,,2024-08-07,3000.00,0.00,2024 Event,011,C00546788,Joni For Iowa,S4IA00129,Ernst,Joni,,Sen.,,S,IA,,,,,,,,,2024 Event
SB23,C00035204,19604434,,,CCM,Electgabeevans.Com,,,,,,P.O. Box 350608,,Westminster,CO,80035,G2024,,2024-08-12,2000.00,0.00,2024 Event,011,C00849844,Electgabeevans.Com,H4CO08034,Evans,Gabe,,Rep.,,H,CO,08,,,,,,,,2024 Event
SB23,C00035204,19604437,,,CCM,Jeff Crank for Congress,,,,,,9235 N Union Blvd,,Colorado Springs,CO,80920,G2024,,2024-08-12,1000.00,0.00,2024 Event,011,C00865592,Jeff Crank for Congress,,Crank,Jeff,,,,H,CO,00,,,,,,,,2024 Event
SB23,C00035204,19604441,,,CCM,Deb Fischer For Us Senate Inc,,,,,,5555 South St.,,Lincoln,NE,68506,G2024,,2024-08-12,1000.00,0.00,"Event - Sep 19, 2024",011,C00498907,Deb Fischer For Us Senate Inc,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,"Event - Sep 19, 2024"
SB23,C00035204,19656917,,,CCM,Fry For Congress,,,,,,P.O. Box 14641,,Surfside Beach,SC,29587,G2024,,2024-08-26,500.00,0.00,2024 Event,011,C00786657,Fry For Congress,H2SC07280,Fry,Russell,,Rep.,,H,SC,07,,,,,,,,2024 Event
SB23,C00035204,19656921,,,CCM,Angie Craig for Congress,,,,,,P.O. Box 22116,,Eagan,MN,55122,G2024,,2024-08-26,1500.00,0.00,"Event - Sep 3, 2024",011,C00575209,Angie Craig for Congress,H6MN02131,Craig,Angela,,Rep.,,H,MN,02,,,,,,,,"Event - Sep 3, 2024"
SB23,C00035204,19674384,,,CCM,Zinke For Congress,,,,,,P.O. Box 1596,,Helena,MT,59624,G2024,,2024-08-29,1000.00,0.00,"Event - Sep 18, 2024",011,C00550871,Zinke For Congress,H4MT01041,Zinke,Ryan,,Rep.,,H,MT,00,,,,,,,,"Event - Sep 18, 2024"
SB23,C00035204,19674386,,,CCM,Rulli For Ohio,,,,,,P.O. Box 2971,,Youngstown,OH,44511,G2024,,2024-08-29,1000.00,0.00,"Event - Sep 18, 2024",011,C00858415,Rulli For Ohio,H4OH06165,Rulli,Michael,,Sen.,,H,OH,06,,,,,,,,"Event - Sep 18, 2024"
