form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00523621,500020075,,,ORG,SEIU General Fund,,,,,,1800 Massachusetts Ave NW,,Washington,DC,200361806,G2024,,2024-10-17,3550.00,2024-10-17,1638818.66,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-12-05,X,*
SE,C00523621,500020123,,,ORG,SEIU Local 521 Independent Expenditure Committee,,,,,,2302 Zanker Rd,,San Jose,CA,951311115,G2024,,2024-10-18,4593.78,2024-10-18,1638818.66,Estimated Cost - Staff Salaries & Benefits for Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020124,,,ORG,SEIU Local 521 Independent Expenditure Committee,,,,,,2302 Zanker Rd,,San Jose,CA,951311115,G2024,,2024-10-18,4593.77,2024-10-18,351848.47,Estimated Cost - Staff Salaries & Benefits for Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020125,,,ORG,SEIU Michigan State Council,,,,,,2604 4th St,,Detroit,MI,482012546,G2024,,2024-10-18,15420.89,2024-10-18,1638818.66,Estimated Cost - Direct Mail,004,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020126,,,ORG,SEIU Michigan State Council,,,,,,2604 4th St,,Detroit,MI,482012546,G2024,,2024-10-18,7710.44,2024-10-18,14631.08,Estimated Cost - Direct Mail,004,,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020128,,,ORG,SEIU Local 1021 Candidate PAC,,,,,,100 Oak St,,Oakland,CA,946074510,G2024,,2024-10-19,5000.00,2024-10-19,1638818.66,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020129,,,ORG,SEIU Local 1021 Candidate PAC,,,,,,100 Oak St,,Oakland,CA,946074510,G2024,,2024-10-19,5000.00,2024-10-19,351848.47,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020149,,,ORG,California State Council SEIU,,,,,,1029 K St,Ste 1,Sacramento,CA,958143816,G2024,,2024-10-20,26616.31,2024-10-20,1638818.66,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020150,,,ORG,California State Council SEIU,,,,,,1029 K St,Ste 1,Sacramento,CA,958143816,G2024,,2024-10-20,26616.30,2024-10-20,351848.47,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020147,,,ORG,SEIU Local 1000 UCSW Candidate PAC,,,,,,1808 14th St,,Sacramento,CA,958117131,G2024,,2024-10-20,32990.78,2024-10-20,1638818.66,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-12-05,
SE,C00523621,500020148,,,ORG,SEIU Local 1000 UCSW Candidate PAC,,,,,,1808 14th St,,Sacramento,CA,958117131,G2024,,2024-10-20,32990.78,2024-10-20,351848.47,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-12-05,
