form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00833350,500028094,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-07,3177.83,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028095,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-14,2652.44,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028096,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,2302.09,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028097,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,3260.76,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028098,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-30,2091.54,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028099,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-05,3247.78,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028042,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-12,4341.08,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028085,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-19,2439.14,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028116,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-26,3190.04,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028190,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-31,4547.26,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500028184,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-02,748.53,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
