form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00029504,89415880,,,COM,Jeff Jackson for Attorney General,,,,,,P.O. Box 470882,,Charlotte,NC,28226,,,2024-10-30,-6400.00,0.00,Void - Jeff Jackson for Attorney General,011,,,,Jackson,Jeff,,,,,,,,,,,,,,Void - Jeff Jackson for Attorney General
SB29,C00029504,89415881,,,COM,Jeff Jackson for Attorney General,,,,,,P.O. Box 470882,,Charlotte,NC,28226,,,2024-10-31,6400.00,0.00,"Jeff Jackson, ATTORNEY GENERAL  NC",011,,,,Jackson,Jeff,,,,,,,,,,,,,,"Jeff Jackson, ATTORNEY GENERAL  NC"
SB29,C00029504,89415882,,,COM,Josh Stein for North Carolina,,,,,,P.O. Box 1326,,Raleigh,NC,27602,,,2024-10-30,-6400.00,0.00,Void - Josh Stein for North Carolina,011,,,,Stein,Josh,,,,,,,,,,,,,,Void - Josh Stein for North Carolina
SB29,C00029504,89415883,,,COM,Josh Stein for North Carolina,,,,,,P.O. Box 1326,,Raleigh,NC,27602,,,2024-10-31,6400.00,0.00,"Josh Stein, GOVERNOR  NC",011,,,,Stein,Josh,,,,,,,,,,,,,,"Josh Stein, GOVERNOR  NC"
SB29,C00029504,89415885,,,COM,Ryan Busse for Governor,,,,,,P.O. Box 8537,,Kalispell,MT,59904,,,2024-10-30,1120.00,0.00,"Ryan Busse, GOVERNOR/LT. GOV.  MT",011,,,,Busse,Ryan,,,,,,,,,,,,,,"Ryan Busse, GOVERNOR/LT. GOV.  MT"
SB29,C00029504,89415905,,,PTY,Democratic Party of Wisconsin,,,,,,P.O. Box 1686,,Madison,WI,53701,,,2024-10-21,12000.00,0.00,Segregated Fund,011,,,,,,,,,,,,,,,,,,,Segregated Fund
SB29,C00029504,89415956,,,PTY,Democratic Party of Wisconsin,,,,,,P.O. Box 1686,,Madison,WI,53701,,,2024-10-21,12000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00029504,89416001,,,PTY,Wisconsin State Senate Democratic Committee,,,,,,P.O. Box 164,,Madison,WI,53701,,,2024-10-21,12000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00029504,89416004,,,PTY,Wisconsin State Senate Democratic Committee,,,,,,P.O. Box 164,,Madison,WI,53701,,,2024-10-21,12000.00,0.00,Segregated Fund,011,,,,,,,,,,,,,,,,,,,Segregated Fund
SB29,C00029504,89416011,,,PTY,Assembly Democratic Campaign Committee,,,,,,P.O. Box 814,,Madison,WI,53701,,,2024-10-21,12000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00029504,89416012,,,PTY,Assembly Democratic Campaign Committee,,,,,,P.O. Box 814,,Madison,WI,53701,,,2024-10-21,12000.00,0.00,Segregated Fund,011,,,,,,,,,,,,,,,,,,,Segregated Fund
