form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00495028,500556400,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-11-13,27260.43,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554600,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-17,25253.62,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554700,,,ORG,Moses Creek LLC,,,,,,2138 N Rockwell St,Apt 2,Chicago,IL,606470974,,,2024-10-18,8000.00,0.00,Recruitment Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500556520,,,ORG,"Pescador Public Strategies, LLC",,,,,,4007 McCullough Ave,Ste 168,San Antonio,TX,782122420,,,2024-11-13,12038.40,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500555220,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-11-25,149.64,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554830,,,ORG,Capital Strategies,,,,,,13900 Old Harbor Ln,Apt 108,Marina Del Rey,CA,902927333,,,2024-10-30,30000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500556530,,,ORG,Social Currant,,,,,,2000 Pennsylvania Ave NW,Ste 7000,Washington,DC,200061921,,,2024-11-13,14650.00,0.00,Online Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500555240,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-11-12,188.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554840,,,ORG,Paychex,,,,,,3060 Williams Dr,Ste 200,Fairfax,VA,220314642,,,2024-11-04,443.61,0.00,Payroll Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554850,,,ORG,Boysenberry Strategies,,,,,,1804 Bay St SE,,Washington,DC,200032509,,,2024-11-08,5000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554560,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-10-21,5431.79,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500556560,,,ORG,Ralston Lapp Guinn Media,,,,,,1054 31st St NW,Ste 430,Washington,DC,200076042,,,2024-11-21,5095.75,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500558260,,,PAC,VPP,,,,,,401 2nd Ave S,Ste 303,Seattle,WA,981042862,,,2024-10-17,3325000.00,0.00,Contribution,,C00692319,VPP,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500555470,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,Ste 324,Santa Monica,CA,904055297,,,2024-11-13,450.00,0.00,Digital Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500555270,,,ORG,Adwell,,,,,,1027 4th St SE,,Washington,DC,200033484,,,2024-11-14,2867.94,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554670,,,ORG,Open Labs LLC,,,,,,1800 M St NW,,Washington,DC,200365802,,,2024-10-17,35000.00,0.00,Research,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500557670,,,ORG,Agency,,,,,,600 E Court Ave,Ste 160,Des Moines,IA,503092058,,,2024-10-18,-39294.78,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500555280,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,,,2024-11-13,157.50,0.00,Digital Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500556480,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-11-13,32865.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500555480,,,ORG,House Majority Forward,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-11-25,1000000.00,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554580,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-17,30200.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554680,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-18,32000.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500556390,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-11-13,6000.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554590,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-17,27239.03,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554690,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-18,25500.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500554601,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-17,28300.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
