form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20387785,,,COM,FUTUREPAC,,,,,,825 NE 20th Avenue,,Portland,OR,97232,,,2024-10-01,240000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20387790,,,COM,FUTUREPAC,,,,,,825 NE 20th Avenue,,Portland,OR,97232,,,2024-10-01,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20387791,,,ORG,Oregon Labor Candidate School,,,,,,PO Box 86161,,Portland,OR,97286,,,2024-10-01,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20387933,,,PTY,Minnesota DFL (NonFed),,,,,,255 E Plato Blvd,,Saint Paul,MN,55107,,,2024-10-01,-10000.00,0.00,Voided Check from 7/10/2024,011,,,,,,,,,,,,,,,,,,,Voided Check from 7/10/2024
SB29,C00002766,20387934,,,COM,Melissa Hortman Campaign Committee,,,,,,8710 Windsor Ter,,Brooklyn Park,MN,55443,,,2024-10-01,-500.00,0.00,Voided Check from 7/10/2024,011,,,,Hortman,Melissa,,,,,,,,,,,,,,Voided Check from 7/10/2024
SB29,C00002766,20387946,,,COM,MN House DFL Caucus,,,,,,255 East Plato Blvd,,St. Paul,MN,55107,,,2024-10-02,10500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388210,,,PTY,Democratic Party of Georgia,,,,,,PO Box 89202,,Atlanta,GA,30312,,,2024-10-03,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388305,,,COM,Amy Beasley for 8th District City Council,,,,,,4612 Hartland Parkway,,Lexington,KY,40515,,,2024-10-03,250.00,0.00,Non-Federal Contribution,011,,,,Beasley,Amy,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388306,,,COM,Marita Willis for Metro Council,,,,,,4611 Saratoga Hill Road,,Louisville,KY,40299,,,2024-10-03,250.00,0.00,Non-Federal Contribution,011,,,,Willis,Marita,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388307,,,COM,Campaign to Elect Matt Golden,,,,,,PO Box 277,,Louisville,KY,40027,,,2024-10-03,250.00,0.00,Non-Federal Contribution,011,,,,Golden,Matt,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388308,,,COM,Dana for Bowling Green,,,,,,2035 Honeysuckle Court,,Bowling Green,KY,42104,,,2024-10-03,500.00,0.00,Non-Federal Contribution,011,,,,Beasley-Brown,Dana,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388309,,,COM,Cindi Fowler for Metro Council,,,,,,14206 Pauleys Gap Road,,Louisville,KY,40272,,,2024-10-03,500.00,0.00,Non-Federal Contribution,011,,,,Fowler,Cindi,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388310,,,COM,Patti Minter for BG Mayor,,,,,,PO Box 153,,Bowling Green,KY,42102,,,2024-10-03,1000.00,0.00,Non-Federal Contribution,011,,,,Minter,Patti,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388407,,,PTY,Minnesota DFL (NonFed),,,,,,255 E Plato Blvd,,Saint Paul,MN,55107,,,2024-10-03,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388408,,,COM,Campaign Fund for Marzian for House 41,,,,,,2007 Tyler Lane,,Louisville,KY,40202,,,2024-10-03,500.00,0.00,Non-Federal Contribution,011,,,,Marzian,Mary Lou,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388409,,,COM,Colleen Davis for KY State Representative Dist. 31,,,,,,28211 Winterhaven Road,,Louisville,KY,40220,,,2024-10-03,1000.00,0.00,Non-Federal Contribution,011,,,,Davis,Colleen,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388410,,,COM,Kate Farrow for Kentucky,,,,,,6815 Central Avenue,#1463,Crestwood,KY,40014,,,2024-10-03,2100.00,0.00,Non-Federal Contribution,011,,,,Farrow,Kate,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388411,,,COM,Cherlynn Stevenson for State Representative,,,,,,1890 Star Shoot Parkway,Suite 170 #319,Lexington,KY,40509,,,2024-10-03,2100.00,0.00,Non-Federal Contribution,011,,,,Stevenson,Cherlynn,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388413,,,COM,McCormick For Governor,,,,,,PO Box 44182,,Indianapolis,IN,46244,,,2024-10-03,50000.00,0.00,Non-Federal Contribution,011,,,,McCormick,Jennifer,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388416,,,COM,Perla for Texas,,,,,,PO Box 79503,,Saginaw,TX,76179,,,2024-10-03,2500.00,0.00,Non-Federal Contribution,011,,,,Bojorquez,Perla,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388417,,,COM,Cassandra Hernandez for Texas,,,,,,PO Box 1289,,Addison,TX,75001,,,2024-10-03,5000.00,0.00,Non-Federal Contribution,011,,,,Hernandez,Cassandra,Garcia,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388418,,,COM,Boulton for Senate,,,,,,3127 Thompson Avenue,,Des Moines,IA,50317,,,2024-10-03,3000.00,0.00,Non-Federal Contribution,011,,,,Boulton,Nate,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388419,,,COM,Neighbors for BJ Motley,,,,,,101 S. Fairfax Avenue,,Sioux Falls,SD,57103,,,2024-10-03,500.00,0.00,Non-Federal Contribution,011,,,,Motley,B.J.,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20388552,,,ORG,"Reilly Echols Printing, Inc",,,,,,1710 South Harwood,,Dallas,TX,75215,,,2024-10-04,7342.04,0.00,Member to Member Postcards,004,,,,,,,,,,,,,,,,,,,Member to Member Postcards
SB29,C00002766,20389061,,,PTY,San Diego County Democratic Party (CA State Account),,,,,,3934 Murphy Canyon Road,Suite B103,San Diego,CA,92123,,,2024-10-04,29765.95,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20389831,,,PTY,Los Angeles County Democratic Party,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,,,2024-10-04,5800.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407773,,,PTY,Together for Pierce County,,,,,,PO Box 4897,,Seattle,WA,98194,,,2024-10-04,25000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407774,,,PTY,New Direction PAC,,,,,,"401 2nd Avenue, South",Suite 303,Seattle,WA,98104,,,2024-10-04,90000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407775,,,ORG,Lift Up Everett,,,,,,PO Box 12113,,Everett,WA,98206,,,2024-10-04,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407776,,,PTY,House Democratic Campaign Committee (WA),,,,,,PO Box 9100,,Seattle,WA,98109,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407777,,,PTY,Washington Senate Democratic Campaign,,,,,,"5628 Airport Way, South",Suite 108,Seattle,WA,98108,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407778,,,COM,Friends of Jani Hitchen,,,,,,PO Box 45457,,Tacoma,WA,98448,,,2024-10-04,750.00,0.00,Non-Federal Contribution,011,,,,Hitchen,Jani,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407779,,,COM,Vote Molly Marshall,,,,,,PO Box 48505,,Spokane,WA,99228,,,2024-10-04,750.00,0.00,Non-Federal Contribution,011,,,,Marshall,Molly,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407780,,,COM,Friends of Ryan Mello,,,,,,PO Box 364,,Tacoma,WA,98401,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Mello,Ryan,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407781,,,COM,Shelley Kloba for State House,,,,,,PO Box 2991,,Kirkland,WA,98104,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Kloba,Shelley,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20407782,,,COM,Natasha for House Rep,,,,,,PO Box 9823,,Spokane,WA,99209,,,2024-10-04,750.00,0.00,Non-Federal Contribution,011,,,,Hill,Natasha,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20411398,,,COM,People for Timm Ormsby,,,,,,PO Box 2177,,Spokane,WA,99210,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Ormsby,Timm,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20411609,,,COM,Elect Clyde Shavers,,,,,,PO Box 24,,Oak Harbor,WA,98277,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Shavers,Clyde,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20411748,,,COM,Friends of Dave Paul,,,,,,PO Box 387,,Oak Harbor,WA,98277,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Paul,Dave,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20411959,,,COM,Elect Ana Ruiz Kennedy,,,,,,PO Box 1614,,Seattle,WA,99301,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Ruiz Kennedy,Ana,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20412171,,,COM,Chelsea Dimas for State Rep,,,,,,PO Box 773,,Sunnyside,WA,98944,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Dimas,Chelsea,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20412365,,,COM,Friends of Lillian Ortiz-Self,,,,,,PO Box 581,,Mukilteo,WA,98275,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Ortiz-Self,Lillian,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20412557,,,COM,Friends of Beth Doglio,,,,,,"120 State Avenue, NE",#1462,Olympia,WA,98501,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Doglio,Beth,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20412764,,,COM,Greg Nance for Kitsap,,,,,,"9481 Greenspot Place, NE",,Bainbridge Island,WA,98110,,,2024-10-04,750.00,0.00,Non-Federal Contribution,011,,,,Nance,Greg,,.,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20412996,,,COM,Friends of Adison Richards,,,,,,PO Box 525,,Gig Harbor,WA,98335,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Richards,Adison,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20413220,,,COM,Friends of Laurie Jinkins,,,,,,PO Box 2032,,Tacoma,WA,98401,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Jinkins,Laurie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20419037,,,COM,Elect Mari Leavitt,,,,,,PO Box 65195,,Tacoma,WA,98466,,,2024-10-04,500.00,0.00,Non-Federal Contribution,011,,,,Leavitt,Mari,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20419038,,,COM,Friends of Dan Bronoske,,,,,,PO Box 39408,,Lakewood,WA,98496,,,2024-10-04,1200.00,0.00,Non-Federal Contribution,011,,,,Bronoske,Dan,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20419039,,,COM,People for Mia,,,,,,PO Box 297,,Seahurst,WA,98062,,,2024-10-04,750.00,0.00,Non-Federal Contribution,011,,,,Gregerson,Mia,,,,,,,,,,,,,,Non-Federal Contribution
