form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00136739,SB29.231307,,,PAC,CHRISTY FOR CITY CONTROLLER,,,,,,219 SPRING GARDEN ST,,PHILADELPHIA,PA,19123,,,2024-07-03,2500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231328,,,IND,,COMM TO ELECT JOS. DIGIROLAMO,JOSEPH,,,,2400 BYBERRY RD.,,BENSALEM,PA,19020,,,2024-07-25,2000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231315,,,PAC,COMM TO ELECT TRACEY MILLER,,,,,,PO BOX 5,,CAMDEN WYOMING,DE,19934,,,2024-07-16,600.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231321,,,PAC,DILLON FOR SENATE,,,,,,PO BOX 63136,,PHILADELPHIA,PA,19154,,,2024-07-25,2500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231308,,,PAC,DOUGHERTY FOR STATE REP,,,,,,PO BOX 22611,,PHILADELPHIA,PA,19110,,,2024-07-03,5000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231326,,,PAC,FRIENDS OF JOANNA MCCLINTON,,,,,,PO BOX 16668,,PHILADELPHIA,PA,19131,,,2024-07-25,5000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231306,,,PAC,FRIENDS OF JOHANNY CEPEDA-FREYTIZ,,,,,,320 PENN ST,,READING,PA,19602,,,2024-07-01,5000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231317,,,PAC,FRIENDS OF KYLE EVANS GAY,,,,,,PO BOX 7883,,WILMINGTONW,DE,19803,,,2024-07-16,600.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231318,,,IND,,FRIENDS OF LISA BOSCOLA,LISA,,,,PO BOX 1294,,BETHLEHEM,PA,18046,,,2024-07-16,5000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231311,,,PAC,FRIENDS OF LIZ HANBIDGE,,,,,,PO BOX 461,,AMBLER,PA,19002,,,2024-07-03,2000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231310,,,PAC,FRIENDS OF LORI SCHREIBER,,,,,,2479 LAFAYETTE AVENUE,,ROSLYN,PA,19001,,,2024-07-03,500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231319,,,IND,,FRIENDS OF MATT BRADFORD,MATT,,,,P.O. BOX 349,,NORRISTOWN,PA,19404,,,2024-07-25,1000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231322,,,PAC,FRIENDS OF NICK MILLER,,,,,,202 N 17TH ST,,ALLENTOWN,PA,18104,,,2024-07-25,5000.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.232931,,,PAC,FRIENDS OF TARA ZRINSKI,,,,,,4715 HARRIET LANE,,BETHLEHEM,PA,18017,,,2024-07-30,500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231313,,,PAC,NORTHEAST PA LEADERSHIP FUND,,,,,,1140 RTE 315,STE 201,WILKES-BARRE,PA,18702,,,2024-07-16,1100.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231324,,,PAC,PHILLIPS FOR PHILLY FAMILIES,,,,,,8120 MICHENER AVE,,PHILADELPHIA,PA,19150,,,2024-07-25,2500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231309,,,IND,,REPUBLICAN CITY COMM.,REPUBLICAN,,,,1700 BENJAMIN FRANKLIN PKWY,,PHILA,PA,19103,,,2024-07-03,500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231327,,,PAC,SANTARSIERO FOR STATE SENATE,,,,,,PO BOX 671,,NEWTOWN,PA,18940,,,2024-07-25,2500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231320,,,IND,,SQUILLA FOR COUNCIL,SQUILLA,,,,PO BOX 37332,,PHILA,AA,19148,,,2024-07-25,2500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00136739,SB29.231312,,,PAC,WARMINSTER TWP DEMOCRATIC ORG,,,,,,44 VILLA DRIVE,,WARMINSTER,PA,18974,,,2024-07-16,500.00,,CAMPAIGN CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
