form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00776609,500068902,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-01,1.19,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069022,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-08,28.57,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069114,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-15,162.91,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069207,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-22,115.92,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069362,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-29,321.74,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069873,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-31,116.74,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069909,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-05,171.00,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070079,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-12,229.93,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070159,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-19,241.83,0.00,Service fee;  IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070190,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-26,110.27,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070729,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-28,64.56,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070728,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-05,248.56,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070790,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-12,425.86,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072665,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-19,332.80,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072666,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-26,280.10,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072667,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-31,238.89,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072668,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-02,32.88,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072669,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-09,226.30,0.00,Service fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069385,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-26,65.00,0.00,Bank Fee; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069386,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-26,80.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070207,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-02-23,95.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070208,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-02-23,165.00,0.00,Bank Fee; IE-only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072890,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-03-24,95.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072891,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-03-24,125.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072892,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-04-26,80.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072893,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-04-26,105.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072894,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-05-26,95.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072895,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-05-26,125.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073132,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-06-26,145.00,0.00,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073133,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-06-26,80.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069113,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-01-17,74.19,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069263,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-01-19,31.78,0.00,Office supplies;IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069264,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-01-20,42.39,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073960,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-01-23,37.09,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069265,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-13,47.69,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070199,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-27,40.79,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070200,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-27,42.39,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070201,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-27,27.47,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070202,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-27,13.77,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070203,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-28,24.58,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070204,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-02-28,10.59,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070738,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-03-03,146.61,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072880,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-03-20,38.15,0.00,Office supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073073,,,PAC,DAUGHTERS DEFEND DEMOCRACY,,,,,,2021 L St NW,,Washington,DC,200364909,,,2023-06-12,1500.00,0.00,Contribution To FEC Committee C00799502; IE-Only Account,,C00799502,DAUGHTERS DEFEND DEMOCRACY,,,,,,,,,,,,,,,,,
SB29,C00776609,500069382,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2023-01-24,1726.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070087,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2023-02-07,2822.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070799,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2023-03-10,4111.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072896,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2023-04-11,5692.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072897,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2023-05-15,3356.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073130,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2023-06-26,4959.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070090,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2023-02-07,823.50,0.00,Legal fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070156,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-02-16,1346.25,0.00,Online Database Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070157,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-02-16,3808.75,0.00,Online Database Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070209,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-02-23,1346.25,0.00,Online Database Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072921,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-03-22,9000.00,0.00,Online Database Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072922,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-05-24,3300.00,0.00,Online Database Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072923,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-06-02,1011.25,0.00,Online Database Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072874,,,IND,,Goodman,Elaine,,,,354 N Main St,Apt 313,Andover,MA,018102629,,,2023-04-02,500.00,0.00,Refund of ActBlue contributions; IE-Only Account,010,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500068945,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-01-03,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069387,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-01-31,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069919,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-02-01,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070737,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-02-01,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069920,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-03-01,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070736,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-03-01,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070797,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-03-10,41.07,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072919,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-03-29,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072920,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-04-10,30.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072917,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-05-01,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072915,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-05-23,24.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072918,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-05-30,12.00,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072916,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-06-02,5.43,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073076,,,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-06-15,16.08,0.00,Website Domain Services; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500068940,,,ORG,Movement Compliance,,,,,,20836 Hall Rd,Number 194,Clinton Township,MI,480387227,,,2023-01-03,2500.00,0.00,Compliance Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069384,,,ORG,Movement Compliance,,,,,,20836 Hall Rd,Number 194,Clinton Township,MI,480387227,,,2023-01-25,2500.00,0.00,Compliance Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072898,,,ORG,Movement Compliance,,,,,,20836 Hall Rd,Number 194,Clinton Township,MI,480387227,,,2023-04-28,2000.00,0.00,Compliance Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070089,,,ORG,Outperform Strategies,,,,,,2024 Grasmere Dr,,Louisville,KY,402051508,,,2023-02-01,760.00,0.00,Photo licensing; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500068941,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-01-03,7500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069111,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-01-11,15000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069262,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-01-19,3000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069383,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-01-24,5030.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500069918,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-01-31,5000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070086,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-02-07,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073959,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-02-14,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070158,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-02-21,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070210,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-02-24,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500070798,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-03-10,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072901,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-03-17,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072906,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-03-21,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072903,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-03-28,6000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
