form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00013342,SB23.50887,,,CCM,BEATTY FOR CONGRESS,,,,,,222 EAST TOWN STREET,SUITE 2W,COLUMBUS,OH,43215,P2024,,2023-01-19,1000.00,,CONTRIBUTION,,C00507368,BEATTY FOR CONGRESS,H2OH03125,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00013342,SB23.50894,,,PAC,BLUE DOG POLITICAL ACTION COMMITTEE,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,O2023,,2023-01-19,5000.00,,CONTRIBUTION,,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50883,,,PAC,CHC BOLD PAC,,,,,,PO BOX 75357,,WASHINGTON,DC,20013,O2023,,2023-01-19,5000.00,,CONTRIBUTION,,C00365536,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50896,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO BOX 75357,,WASHINGTON,DC,20013,O2023,,2023-01-30,5000.00,,CONTRIBUTION,,C00147512,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50884,,,PTY,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,O2023,,2023-01-19,5000.00,,CONTRIBUTION,,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50893,,,PTY,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,O2023,,2023-01-31,5000.00,,CONTRIBUTION,,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50885,,,CCM,EQUALITY PAC,,,,,,PO BOX 15337,,WASHINGTON,DC,20003,O2023,,2023-01-19,5000.00,,CONTRIBUTION,,C00550970,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50889,,,CCM,FRIENDS OF BENNIE THOMPSON,,,,,,PO BOX 100,,BOLTON,MS,39041,P2024,,2023-01-30,1500.00,,CONTRIBUTION,,C00279851,FRIENDS OF BENNIE THOMPSON,H4MS02068,THOMPSON,BENNIE G.,,,,H,MS,02,,,,,,,,
SB23,C00013342,SB23.50886,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 15293,,WASHINGTON,DC,20003,P2024,,2023-01-19,1000.00,,CONTRIBUTION,,C00264697,FRIENDS OF SHERROD BROWN,H2OH13033,BROWN,SHERROD,,,,H,OH,13,,,,,,,,
SB23,C00013342,SB23.50891,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,,SOMERSET,KY,42502,P2024,,2023-01-30,1000.00,,CONTRIBUTION,,C00116632,HAL ROGERS FOR CONGRESS,H0KY05015,ROGERS,HAROLD DALLAS,,,,H,KY,05,,,,,,,,
SB23,C00013342,SB23.50888,,,CCM,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,,,,,,610 S. BOULEVARD,,TAMPA,FL,33606,O2023,,2023-01-19,5000.00,,CONTRIBUTION,,C00433060,,,,,,,,,,,,,,,,,,
SB23,C00013342,SB23.50892,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,P2024,,2023-01-30,2000.00,,CONTRIBUTION,,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,H8MA02041,NEAL,RICHARD E MR.,,,,H,MA,01,,,,,,,,
SB23,C00013342,SB23.50895,,,PAC,TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC),,,,,,815 16TH ST NW,4TH FLOOR,WASHINGTON,DC,20006,O2023,,2023-01-19,5000.00,,CONTRIBUTION,,C00280909,,,,,,,,,,,,,,,,,,
