form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00148031,B824690,,,CCM,Friends of Clay Scofield,,,,,,PO Box 1092,,Guntersville,AL,35976,G2022,,2023-02-28,-3000.00,,G-2022 State Senate 9 AL,011,,,,Scofield,Clay,D,,,S,AL,09,,,,,,,,Voided: Original check dated 08/05/22
SB29,C00148031,B832297,,,CCM,Gallagher for Assembly 2022,,,,,,1017 L Street #131,,Sacramento,CA,95814,G2022,,2023-02-28,-3000.00,,G-2022 State House 03 CA,011,,,,Gallagher,James,,,,H,CA,03,,,,,,,,Voided: Original check dated 10/04/22
SB29,C00148031,B833727,,,CCM,Elect Dennis Hisey,,,,,,3845 WESTMEADOW DRIVE APT 201,,Colorado Springs,CO,80906,O2022,Election Cycle,2023-02-28,-400.00,,O-2022 State Senate 11 CO,011,,,,Hisey,Dennis,,,,S,CO,11,,,,,,,,Voided: Original check dated 10/17/22
SB29,C00148031,B833760,,,CCM,Citizens for Luck,,,,,,959 M. Street,,Penrose,CO,81240,O2022,Election Cycle,2023-02-28,-400.00,,O-2022 State House 60 CO,011,,,,Luck,Stephanie,,,,H,CO,60,,,,,,,,Voided: Original check dated 10/17/22
SB29,C00148031,B833748,,,CCM,Solomon for Colorado,,,,,,13 Uneva Ct.,,Eagle,CO,81631,O2022,Election Cycle,2023-02-28,-400.00,,O-2022 State Senate 08 CO,011,,,,Solomon,Matt,,,,S,CO,08,,,,,,,,Voided: Original check dated 10/17/22
SB29,C00148031,B833753,,,CCM,Woog for House District 19,,,,,,8706 Cr 8,,Fort Lupton,CO,80621,O2022,Election Cycle,2023-02-28,-400.00,,O-2022 State House 19 CO,011,,,,Woog,Daniel,,,,H,CO,19,,,,,,,,Voided: Original check dated 10/17/22
SB29,C00148031,B835715,,,CCM,Hausmann For Georgia,,,,,,5805 Stage Bridge Rd.,,Johns Creek,GA,30097,G2022,,2023-02-28,-1000.00,,G-2022 State Senate 14 GA,011,,,,Hausmann,Liz,,,,S,GA,14,,,,,,,,Voided: Original check dated 10/27/22
SB29,C00148031,B820782,,,CCM,Jon Echols for State House 2022,,,,,,7701 SW 104th St.,,Oklahoma City,OK,73169,P2022,,2023-02-28,-1500.00,,P-2022 State House 90 OK,011,,,,Echols,Jon,,,,H,OK,90,,,,,,,,Voided: Original check dated 06/13/22
SB29,C00148031,B831125,,,CCM,Johnson for State Senate,,,,,,915 Lewisburg Pike,,Franklin,TN,37064,G2022,,2023-02-28,-1500.00,,G-2022 State Senate 27 TN,011,,,,Johnson,Jack,,,,S,TN,27,,,,,,,,Voided: Original check dated 09/26/22
SB29,C00148031,B820786,,,CCM,Royce West for State Senate,,,,,,751 Kessler Lake Dr.,,Dallas,TX,75208,G2022,,2023-02-28,-1500.00,,G-2022 State Senate 23 TX,011,,,,West,Royce,,,,S,TX,23,,,,,,,,Voided: Original check dated 06/13/22
