form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00443705,EB1100,,,ORG,Law Office of Russell H. Miller,,,,,,"20 Park Road, Suite E",,Burlingame,CA,94010,,,2024-09-02,1154.40,,Legal & Accounting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00443705,EB1101,,,ORG,CHASE CARD SERVICES,,,,,,Post Office Box 6294,,Carol Stream,IL,60197,,,2024-09-10,580.09,,Credit Card Purchases. Purpose appears on Schedule B memo item,001,,,,,,,,,,,,,,,,,,,
SB21B,C00443705,XB776EB1101,EB1101,SB21B,ORG,National Democratic Club,,,,,,30 Ivy St SE,,Washington,DC,20003,,,2024-09-10,10.00,,Membership Fee,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB775EB1101,EB1101,SB21B,ORG,National Democratic Club,,,,,,30 Ivy St SE,,Washington,DC,20003,,,2024-09-10,70.00,,Membership Fee,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB779EB1101,EB1101,SB21B,ORG,Audible.com,,,,,,1 Washington Park,,Newark,NJ,07102,,,2024-09-10,14.95,,Subscription,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB781EB1101,EB1101,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,60601,,,2024-09-10,99.99,,Travel,002,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB780EB1101,EB1101,SB21B,ORG,Amazon.com,,,,,,1516 2nd Ave,,Seattle,WA,98101,,,2024-09-10,18.36,,Office Materials,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB783EB1101,EB1101,SB21B,ORG,"USPS, Burlingame Main Office",,,,,,220 Park Rd,,Burlingame,CA,94010,,,2024-09-10,35.11,,Postage,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB784EB1101,EB1101,SB21B,ORG,Apple,,,,,,1301 Burlingame Ave,,Burlingame,CA,94010,,,2024-09-10,2.99,,Storage,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB782EB1101,EB1101,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,60601,,,2024-09-10,10.00,,Inflight WiFi,002,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB785EB1101,EB1101,SB21B,ORG,Copenhagen Bakery,,,,,,1216 Burlingame Ave,,Burlingame,CA,94010,,,2024-09-10,15.00,,Meal,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
