form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032979,66548270,,,COM,CHRIS CHENG FOR METRO COUNCIL,,,,,,2600 LAKESHORE DRIVE,,OLD HICKORY,TN,37138,,,2023-09-14,1000.00,0.00,"CHRIS CHENG, CITY COUNCIL  TN",011,,,,CHENG,CHRIS,,,,,,,,,,,,,,"CHRIS CHENG, CITY COUNCIL  TN"
SB29,C00032979,66548271,,,ORG,IBT GENERAL FUND,,,,,,"25 LOUISIANA AVE, NW",,WASHINGTON,DC,20001,,,2023-09-14,1526.00,0.00,REFUND OF INCORRECT DEPOSIT;RPTD ON AUG 2023 REPORT,010,,,,,,,,,,,,,,,,,,,REFUND OF INCORRECT DEPOSIT;RPTD ON AUG 2023 REPORT
SB29,C00032979,66548272,,,COM,JACK HARVILL CAMPAIGN FUND,,,,,,622 FIRE TOWER RD,,PLAIN DEALING,LA,71064,,,2023-09-14,1000.00,0.00,"JACK HARVILL, POLICE JUROR  LA",011,,,,HARVILL,JACK,,,,,,,,,,,,,,"JACK HARVILL, POLICE JUROR  LA"
SB29,C00032979,66548273,,,COM,FRIENDS OF JANIKA WHITE,,,,,,200 JEFFERSON AVE STE 1500,,MEMPHIS,TN,38103,,,2023-09-14,1000.00,0.00,"JANIKA WHITE, CITY COUNCIL  TN",011,,,,WHITE,JANIKA,,,,,,,,,,,,,,"JANIKA WHITE, CITY COUNCIL  TN"
SB29,C00032979,66548274,,,COM,CMTE TO ELECT JOSH HUDDLESTON,,,,,,102 PEMBROKE DR W,,HOBART,IN,46342,,,2023-09-14,500.00,0.00,"JOSH HUDDLESTUN, MAYOR  IN",011,,,,HUDDLESTUN,JOSH,,,,,,,,,,,,,,"JOSH HUDDLESTUN, MAYOR  IN"
SB29,C00032979,66548275,,,COM,Cmte to elect Lita M Filippo,,,,,,333 N. MINERAL SPRING RD,,PORTER,IN,46304,,,2023-09-14,300.00,0.00,"Lita Filippo, CITY COUNCIL 3rd IN",011,,,,Filippo,Lita,M,,,,,,,,,,,,,"Lita Filippo, CITY COUNCIL 3rd IN"
SB29,C00032979,66548280,,,COM,PATRICK L. STUBBLEFIELD CAMPAIGN FUND,,,,,,10 FERGUSON ROAD,,DELHI,LA,71232,,,2023-09-14,1000.00,0.00,"PATRICK STUBBLEFIELD, POLICE JUROR  LA",011,,,,STUBBLEFIELD,PATRICK,,,,,,,,,,,,,,"PATRICK STUBBLEFIELD, POLICE JUROR  LA"
SB29,C00032979,66548281,,,ORG,Sims Metal Management,,,,,,1 Linden Avenue East,,Jersey City,NJ,07305,,,2023-09-14,53422.07,0.00,REFUND OF INCORRECT DEPOSIT;RPTD ON SEP 2023 REPORT,010,,,,,,,,,,,,,,,,,,,REFUND OF INCORRECT DEPOSIT;RPTD ON SEP 2023 REPORT
SB29,C00032979,66548282,,,COM,ONE TOUGH MOTHER,,,,,,2277 MASSEY ROAD,,MEMPHIS,TN,38119,,,2023-09-14,1000.00,0.00,"JERRI GREEN, CITY COUNCIL  TN",011,,,,GREEN,JERRI,,,,,,,,,,,,,,"JERRI GREEN, CITY COUNCIL  TN"
SB29,C00032979,66748249,,,ORG,DELTA SHEET METAL CORP,,,,,,Attn: Ted Germanakos,940 SOUTH OYSTER BAY,HICKSVILLE,NY,11801,,,2023-09-28,-345.60,0.00,VOID CK DATED 5/30/2023; RE-ISSUED 9/28/2023,010,,,,,,,,,,,,,,,,,,,VOID CK DATED 5/30/2023; RE-ISSUED 9/28/2023
SB29,C00032979,66748253,,,PTY,Democratic Attorneys General Association (DAGA) - NF,,,,,,PO BOX 34445,,WASHINGTON,DC,20005,,,2023-09-28,50000.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB29,C00032979,66748254,,,COM,MCCAFFERY FOR SUPREME COURT,,,,,,"1518 WALNUT ST, STE 702",,PHILADELPHIA,PA,19102,,,2023-09-28,25000.00,0.00,"DANIEL MCCAFFERY, JUSTICE OF THE SUPREME COURT  PA",011,,,,MCCAFFERY,DANIEL,,,,,,,,,,,,,,"DANIEL MCCAFFERY, JUSTICE OF THE SUPREME COURT  PA"
SB29,C00032979,66748255,,,ORG,DELTA SHEET METAL CORP,,,,,,Attn: Ted Germanakos,940 SOUTH OYSTER BAY,HICKSVILLE,NY,11801,,,2023-09-28,345.60,0.00,RE-ISSUE OF CHECK VOIDED ON 9/28/23,010,,,,,,,,,,,,,,,,,,,RE-ISSUE OF CHECK VOIDED ON 9/28/23
