form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00326595,B859025,,,CCM,Bobby Scott for Congress,,,,,,P.O. Box 251,,Newport News,VA,23607,P2024,,2023-11-03,2500.00,,Contribution,011,C00256925,,H6VA01117,Scott,Bobby,,,,H,VA,03,,,,,,,,
SB23,C00326595,B855856,,,CCM,Bobby Scott for Congress,,,,,,PO Box 1916,,Bethany Beach,DE,19930,P2024,,2023-11-03,-2500.00,,Contribution,011,C00256925,,H6VA01117,Scott,Bobby,,,,H,VA,03,,,,,,,,Voided: Original check dated 09/26/23
SB23,C00326595,B851232,,,PAC,People for Enterprise Trade And Economic Growth,,,,,,2848 Woodside St. Apt 603,,Dallas,TX,75204,O2023,Not Applicable,2023-11-10,-2500.00,,Contribution,011,C00363770,,,,,,,,,, ,,,,,,,,Voided: Original check dated 07/18/23
SB23,C00326595,B859330,,,CCM,Connolly for Congress,,,,,,PO Box 563,,Merrifield,VA,22116,P2024,,2023-11-13,1500.00,,Contribution,011,C00445452,,H8VA11062,Connolly,Gerry,,,,H,VA,11,,,,,,,,
SB23,C00326595,B859326,,,PAC,Democrats Win Seats (DWS PAC),,,,,,PO Box 83142,,Gaithersburg,MD,20883,O2023,Not Applicable,2023-11-13,1000.00,,Contribution,011,C00425470,,,,,,,,,, ,,,,,,,,
SB23,C00326595,B859329,,,PAC,I Got Your Back Pac,,,,,,122 C Street NW Suite 360,,Washington,DC,20003,O2023,Not Applicable,2023-11-13,2500.00,,Contribution,011,C00633156,,,,,,,,,, ,,,,,,,,
SB23,C00326595,B859327,,,PAC,Joining Ideas to Motivate Movement for You (JIMMY PAC),,,,,,PO Box 83142,,Gaithersburg,MD,20883,O2023,Not Applicable,2023-11-13,2500.00,,Contribution,011,C00680132,,,,,,,,,, ,,,,,,,,
SB23,C00326595,B859328,,,PAC,La Bamba PAC,,,,,,PO Box 15320,,Washington,DC,20003,O2023,Not Applicable,2023-11-13,2500.00,,Contribution,011,C00753947,,,,,,,,,, ,,,,,,,,
SB23,C00326595,B859325,,,PAC,People for Enterprise Trade And Economic Growth,,,,,,3410 Alabama Ave,,Alexandria,VA,22305,O2023,Not Applicable,2023-11-13,2500.00,,Contribution,011,C00363770,,,,,,,,,, ,,,,,,,,
SB23,C00326595,B859331,,,CCM,Sylvia Garcia for Congress,,,,,,PO Box 15096,,Washington,DC,20003,P2024,,2023-11-13,2000.00,,Contribution,011,C00660555,,H8TX29052,Garcia,Sylvia,,,,H,TX,29,,,,,,,,
SB23,C00326595,B860469,,,PAC,Pelican PAC,,,,,,3337 N. Hullen St. Suite 301,,Metairie,LA,70002,O2023,Not Applicable,2023-11-20,2500.00,,Contribution,011,C00634774,,,,,,,,,, ,,,,,,,,
SB23,C00326595,B860905,,,CCM,Curtis for Congress,,,,,,439 New Jersey Ave. SE,,Washington,DC,20003,O2024,Convention,2023-11-28,2500.00,,Contribution,011,C00647339,,H8UT03238,Curtis,John,,,,H,UT,03,,,,,,,,
