form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,17166190C,17166190,SA11C,CCM,Adam Gray For Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,,,2024-05-01,2000.00,0.00,Conduit Contribution,,C00801431,,,GRAY,ADAM,C.,,,H,CA,13,,,,,,,X,Earmarked by SUNFLOWER SEEDS PAC
SB23,C00409730,17183147C,17183147,SA11C,CCM,Adam Gray For Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,,,2024-05-07,1000.00,0.00,Conduit Contribution,,C00801431,,,GRAY,ADAM,C.,,,H,CA,13,,,,,,,X,Earmarked by Serving Our Country (SOC) PAC
SB23,C00409730,500411056,,,CCM,Adam Gray For Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-05-07,1000.00,0.00,Contribution,,C00801431,,,GRAY,ADAM,C.,,,H,CA,13,,,,,,,,
SB23,C00409730,17232418C,17232418,SA11C,CCM,Ami Bera For Congress,,,,,,PO Box 582496,,Elk Grove,CA,957580042,,,2024-05-29,1000.00,0.00,Conduit Contribution,,C00461061,,,Bera,Amerish,,,,H,CA,07,,,,,,,X,Earmarked by The Gap Inc. Political Action Committee
SB23,C00409730,17183149C,17183149,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-07,2000.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by Serving Our Country (SOC) PAC
SB23,C00409730,17192271C,17192271,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-13,1000.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by GETTING RESULTS BY ENGAGING THE GRASSROOTS (GREG PAC)
SB23,C00409730,17199481C,17199481,SA11AI,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-15,500.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by G Group LLC/ Giustina Resources LLC
SB23,C00409730,17210061C,17210061,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-20,500.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by THE WESTERVELT COMPANY POLITICAL ACTION COMMITTEE
SB23,C00409730,17217786C,17217786,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-22,5000.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by NATIONAL ALLIANCE OF FOREST OWNERS POLITICAL ACTION COMMITTEE (NAFO PAC)
SB23,C00409730,17217892C,17217892,SA11AI,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-22,1500.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by Mark Emmerson
SB23,C00409730,17217897C,17217897,SA11AI,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-05-22,500.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by William Emmerson
