form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00519413,500532820,,,COM,Vote Kristin Ang,,,,,,2411 S 19Th St,,Tacoma,WA,984052954,G2023,,2023-10-03,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532821,,,COM,Navarra Carr Campaign Fund,,,,,,PO Box 1914,,Port Angeles,WA,983620403,G2023,,2023-10-03,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532822,,,COM,Citizens For Central York School District,,,,,,PO Box 626,,Emigsville,PA,173180626,G2023,,2023-09-27,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532823,,,COM,Jessica Rothchild For Scranton,,,,,,PO Box 20238,,Scranton,PA,185020238,G2023,,2023-09-27,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532814,,,COM,Friends Of LaWana Mayfield,,,,,,PO Box 668493,,Charlotte,NC,282668493,P2023,,2023-08-16,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532824,,,COM,Rolanda Kelley For Council,,,,,,261 W Maplehurst St,,Ferndale,MI,482202716,G2023,,2023-09-27,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532815,,,COM,Friends Of Danica Roem,,,,,,PO Box 726,,Manassas,VA,201130726,G2023,,2023-09-27,1000.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532825,,,COM,Olivia Hill Campaign,,,,,,PO Box 41225,,Nashville,TN,372041225,G2023,,2023-08-16,1000.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532816,,,COM,Peterpaul For Assembly,,,,,,PO Box 579,,Oakhurst,NJ,077550579,G2023,,2023-07-28,1000.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532826,,,COM,Sylvia Swayne Committee,,,,,,PO Box 55265,,Birmingham,AL,352555265,G2023,,2023-10-10,1000.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532817,,,COM,Friends Of Olgy Diaz,,,,,,PO Box 7437,,Tacoma,WA,984170437,G2023,,2023-10-03,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532827,,,COM,Team LD25,,,,,,PO Box 91,,Boonton,NJ,070050091,G2023,,2023-10-25,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00519413,500532818,,,COM,Friends Of Robyn Lady,,,,,,PO Box 654,,Herndon,VA,201720654,G2023,,2023-09-21,500.00,0.00,Contribution - Non-Federal,,,,,,,,,,,,,,,,,,,,
