form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00424143,B-16540,,,CCM,John Carter for Congress,,,,,,"201 Univ. Oaks Blvd, Ste 540 #148",Suite 540 # 148,Round Rock,TX,78665,G2024,,2024-09-16,-2500.00,-2500.00,Contribution,011,,John Carter for Congress,H2TX31044,Carter,John,R.,,,H,TX,31,,,,,,,,
SB23,C00424143,B-16711,,,CCM,Adrian Smith for Congress,,,,,,1126 Avenue A,Ste 6,Scottsbluff,NE,693613563,G2024,,2024-09-16,2500.00,2500.00,Contribution,011,C00412890,Adrian Smith for Congress,H6NE03115,Smith,Adrian,,,,H,NE,03,,,,,,,,
SB23,C00424143,B-16717,,,CCM,Buddy Carter for Congress,,,,,,PO Box 10570,,Savannah,GA,31412,G2024,,2024-09-16,5000.00,5000.00,Contribution,011,C00543967,Buddy Carter for Congress,H4GA01039,Carter,Buddy,,,,H,GA,01,,,,,,,,
SB23,C00424143,B-16715,,,CCM,Dr Kim Schrier for Congress,,,,,,PO Box 2728,Box 331,Issaquah,WA,98027,G2024,,2024-09-16,2500.00,2500.00,Contribution,011,C00652628,Dr Kim Schrier for Congress,H8WA08189,Schrier,Kim,,DR.,,H,WA,08,,,,,,,,
SB23,C00424143,B-16709,,,CCM,Elizabeth Pannill Fletcher for Congress,,,,,,3262 Westheimer Rd,#636,Houston,TX,77098,G2024,,2024-09-16,2500.00,2500.00,Contribution,011,C00640045,Elizabeth Pannill Fletcher for Congress,H8TX07140,Fletcher,Elizabeth,,,,H,TX,07,,,,,,,,
SB23,C00424143,B-16713,,,CCM,Friends of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,20003,G2024,,2024-09-16,2500.00,2500.00,Contribution,011,C00264697,Friends of Sherrod Brown,S6OH00163,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB23,C00424143,B-16719,,,CCM,John Carter for Congress,,,,,,"201 Univ. Oaks Blvd, Ste 540 #148",Suite 540 # 148,Round Rock,TX,78665,G2024,,2024-09-16,2500.00,2500.00,Contribution,011,C00371203,John Carter for Congress,H2TX31044,Carter,John,R.,,,H,TX,31,,,,,,,,
SB23,C00424143,B-16703,,,CCM,Moolenaar for Congress,,,,,,P.O. Box 2192,,Midland,MI,48641,G2024,,2024-09-16,1000.00,1000.00,Contribution,011,C00561530,Moolenaar for Congress,H4MI04126,Moolenaar,John,,MR.,,H,MI,04,,,,,,,,
SB23,C00424143,B-16741,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-09-16,2500.00,2500.00,Contribution,011,,Fund for Equality,H8WI00018,Baldwin,Tammy,,,,H,WI,02,,,,,,,,
SB23,C00424143,B-16747,,,PAC,Casey Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,19102,O2024,Other-2024,2024-09-25,1000.00,1000.00,2024 LPAC Contribution,011,C00545830,Casey Keystone Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00424143,B-16749,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,76105,G2024,,2024-09-25,1500.00,2500.00,Contribution,011,C00506832,Marc Veasey Congressional Campaign Committee,H2TX33073,Veasey,Marc,Allison,MR.,,H,TX,33,,,,,,,,
SB23,C00424143,B-16779,,,CCM,People for Ben,,,,,,PO Box 31129,,Santa Fe,NM,87594,G2024,,2024-09-26,-4500.00,-2000.00,Void of 02/02/2024 contribution,011,,People for Ben,S0NM00058,Lujan,Ben,R,MR.,,S,NM,00,,,,,,,,
SB23,C00424143,B-16751,,,CCM,Guthrie for Congress,,,,,,PO Box 9639,,Bowling Green,KY,421029639,G2024,,2024-09-30,2500.00,2500.00,Contribution,011,C00445023,Guthrie for Congress,H8KY02031,Guthrie,S.,Brett,HON.,,H,KY,02,,,,,,,,
