form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15844774,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-08-23,2500.00,0.00,Contribution,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Daniel,T.,,,H,MI,08,,,,,,,,Contribution
SB23,C00158881,15844775,,,CCM,Clarke For Congress,,,,,,P.O. Box 250200,,Brooklyn,NY,11225,P2024,,2023-08-23,2500.00,0.00,Contribution,011,C00415331,Clarke For Congress,H4NY11138,Clarke,Yvette,D.,,,H,NY,09,,,,,,,,Contribution
SB23,C00158881,15844783,,,CCM,Tony Gonzales for Congress,,,,,,PO Box 700442,,San Antonio,TX,78270,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00706614,Tony Gonzales for Congress,,Gonzales,Ernest Anthony,'Tony',,II,H,TX,23,,,,,,,,Contribution
SB23,C00158881,15844811,,,CCM,Citizens For John Rutherford,,,,,,3121 Venture Place,Suite 1,Jacksonville,FL,32257,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00615294,Citizens For John Rutherford,H6FL04105,Rutherford,John,,,,H,FL,05,,,,,,,,Contribution
SB23,C00158881,15844850,,,CCM,Ken Calvert For Congress Committee,,,,,,P.O. Box 2438,,Corona,CA,92878,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00257337,Ken Calvert For Congress Committee,H2CA37023,Calvert,Ken,,,,H,CA,41,,,,,,,,Contribution
SB23,C00158881,15844851,,,CCM,Lori Chavez-Deremer For Congress,,,,,,13203 SE 172nd Ave,Ste. 166 #399,Happy Valley,OR,97086,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,Contribution
SB23,C00158881,15844852,,,CCM,"John James For Congress, Inc.",,,,,,PO Box 628,,St. Clair Shores,MI,48080,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00651208,"John James For Congress, Inc.",S8MI00372,James,John,,,,H,MI,10,,,,,,,,Contribution
SB23,C00158881,15844853,,,CCM,John Duarte For Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,P2024,,2023-08-23,3000.00,0.00,Contribution,011,C00808279,John Duarte For Congress,H2CA13131,Duarte,John,,,,H,CA,13,,,,,,,,Contribution
SB23,C00158881,15844854,,,CCM,Mike Garcia For Congress,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,P2024,,2023-08-23,3000.00,0.00,Contribution,011,C00701102,Mike Garcia For Congress,H0CA25105,Garcia,Michael,,,,H,CA,27,,,,,,,,Contribution
SB23,C00158881,15844855,,,CCM,Miller-Meeks For Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00558825,Miller-Meeks For Congress,H0IA02180,Miller-Meeks,Mariannette,Jane,,,H,IA,01,,,,,,,,Contribution
SB23,C00158881,15844856,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,Contribution
SB23,C00158881,15845132,,,CCM,Mad 4 PA PAC,,,,,,P.O. Box 444,,Glenside,PA,19038,P2024,,2023-08-23,1000.00,0.00,Contribution,011,C00670844,Mad 4 PA PAC,H8PA04116,Dean,Madeleine,,,,H,PA,04,,,,,,,,Contribution
