form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00685693,500010699,,,ORG,Advanced Graphics,,,,,,466 N Marshall Way,,Layton,UT,840417287,G2024,,2024-11-02,132.50,2024-10-12,549752.53,Print for Event,007,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010700,,,ORG,Advanced Graphics,,,,,,466 N Marshall Way,,Layton,UT,840417287,G2024,,2024-11-02,132.50,2024-10-12,549752.53,Print for Event,007,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010701,,,ORG,Advanced Graphics,,,,,,466 N Marshall Way,,Layton,UT,840417287,G2024,,2024-11-02,132.50,2024-10-12,549752.53,Print for Event,007,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010702,,,ORG,Advanced Graphics,,,,,,466 N Marshall Way,,Layton,UT,840417287,G2024,,2024-11-02,132.50,2024-10-12,549752.53,Print for Event,007,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010933,,,ORG,Base Builder,,,,,,137 National Plz,,Oxon Hill,MD,207451152,G2024,,2024-07-27,34697.20,2024-10-16,148685.54,Canvassing Service Actual Cost Partial Payment - Estimate reported 7/29,004,,S,S6PA00217,CASEY,ROBERT,JR.,,,S,00,PA,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010934,,,ORG,Base Builder,,,,,,137 National Plz,,Oxon Hill,MD,207451152,G2024,,2024-07-27,18668.60,2024-10-16,85555.92,Canvassing Service Actual Cost Partial Payment - Estimate reported 7/29/2024,004,,S,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010935,,,ORG,Base Builder,,,,,,137 National Plz,,Oxon Hill,MD,207451152,G2024,,2024-07-27,34697.20,2024-10-16,549752.53,Canvassing Service Actual Cost Partial Payment - Estimate reported 7/29/2024,004,,S,P00009423,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010936,,,ORG,Base Builder,,,,,,137 National Plz,,Oxon Hill,MD,207451152,G2024,,2024-08-15,39790.64,2024-10-16,549752.53,"Canvassing Service Partial Payment - Estimate $179,478.46 reported 8/18 48H - Disb 500009937",004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010937,,,ORG,Base Builder,,,,,,137 National Plz,,Oxon Hill,MD,207451152,G2024,,2024-09-14,5432.46,2024-10-16,127694.82,"Canvassing Service - Partial Payment of Actual Cost - Est $30,225 reported 9/16",004,,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,00,MD,Guman,Melissa,,,,2024-10-23,
SE,C00685693,500010939,,,ORG,Base Builder,,,,,,137 National Plz,,Oxon Hill,MD,207451152,G2024,,2024-09-14,5432.46,2024-10-16,549752.53,"Canvassing Service - Partial Payment of Actual Cost - Est $30,225 reported 9/16",004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guman,Melissa,,,,2024-10-23,
