form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00246421,SB22.4559,,,CCM,ARIZONA DEMOCRATIC PARTY,,,,,,PO BOX 36123,,PHOENIX,AZ,85067,G2023,,2023-09-25,1000.00,,,011,C00166710,ARIZONA DEMOCRATIC PARTY,,,,,,,,,,,,,,,,,
SB22,C00246421,SB22.4573,,,CCM,BARRAGAN FOR CONGRESS,,,,,,1840 SOUTH GAFFEY STREET #421,,SAN PEDRO,CA,90731,G2023,,2023-12-12,500.00,,,011,C00577353,BARRAGAN FOR CONGRESS,,,,,,,H,CA,44,,,,,,,,
SB22,C00246421,SB22.4554,,,CCM,BRITTANY PETTERSEN FOR COLORADO,,,,,,PO BOX 150887,,LAKEWOOD,CO,80215,G2023,,2023-07-17,500.00,,,011,C00637215,BRITTANY PETTERSEN FOR COLORADO,,,,,,,H,CO,07,,,,,,,,
SB22,C00246421,SB22.4566,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,137 N. 14TH AVENUE,,MELROSE PARK,IL,60160,G2023,,2023-10-23,1000.00,,,011,C00661777,CHUY GARCIA FOR CONGRESS,,,,,,,H,IL,04,,,,,,,,
SB22,C00246421,SB22.4548,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,G2023,,2023-07-14,1000.00,,,011,C00422980,COHEN FOR CONGRESS,,,,,,,H,TN,09,,,,,,,,
SB22,C00246421,SB22.4556,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO BOX 601631,,DALLAS,TX,75360,G2023,,2023-07-27,1000.00,,,011,C00839597,COLIN ALLRED FOR SENATE,,,,,,,S,TX,00,,,,,,,,
SB22,C00246421,SB22.4578,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2023,,2023-12-18,500.00,,,011,C00793935,ERIC SORENSEN FOR ILLINOIS,,,,,,,H,IL,17,,,,,,,,
SB22,C00246421,SB22.4570,,,CCM,FETTERMAN FOR PA,,,,,,PO BOX 6061,,PITTSBURGH,PA,15211,G2023,,2023-11-27,2500.00,,,011,C00765800,FETTERMAN FOR PA,,,,,,,S,PA,00,,,,,,,,
SB22,C00246421,SB22.4576,,,CCM,GREG CASAR FOR CONGRESS,,,,,,PO BOX 301923,,AUSTIN,TX,78703,G2023,,2023-12-12,500.00,,,011,C00791897,GREG CASAR FOR CONGRESS,,,,,,,H,TX,35,,,,,,,,
SB22,C00246421,SB22.4567,,,CCM,JASMINE FOR US,,,,,,PO BOX 227235,,DALLAS,TX,75222,G2023,,2023-10-23,1000.00,,,011,C00795450,JASMINE FOR US,,,,,,,H,TX,30,,,,,,,,
SB22,C00246421,SB22.4564,,,CCM,MARK DESAULNIER FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE,UNIT 15180,WASINGTON,DC,20006,G2023,,2023-09-26,500.00,,,011,C00554709,MARK DESAULNIER FOR CONGRESS,,,,,,,H,CA,10,,,,,,,,
SB22,C00246421,SB22.4572,,,CCM,NIKKI FOR CONGRESS,,,,,,PO BOX 5171,,SPRINGFIELD,IL,62705,G2023,,2023-12-12,500.00,,,011,C00787812,NIKKI FOR CONGRESS,,,,,,,H,IL,13,,,,,,,,
SB22,C00246421,SB22.4557,,,CCM,PUGET PAC,,,,,,PO BOX 15320,,WASHINGTON,DC,20003,G2023,,2023-09-06,1500.00,,,011,C00551168,PUGET PAC,,,,,,,,,,,,,,,,,
SB22,C00246421,SB22.4569,,,CCM,STANTON FOR CONGRESS,,,,,,4340 E INDIAN SCHOOL ROAD,SUITE 21-518,PHOENIX,AZ,85018,G2023,,2023-11-17,2500.00,,,011,C00657304,STANTON FOR CONGRESS,,,,,,,H,AZ,04,,,,,,,,
SB22,C00246421,SB22.4574,,,CCM,TITUS FOR CONGRESS,,,,,,PO BOX 72454,,LAS VEGAS,NV,89170,G2023,,2023-12-12,500.00,,,011,C00499467,TITUS FOR CONGRESS,,,,,,,H,NV,01,,,,,,,,
SB22,C00246421,SB22.4547,,,CCM,VAL HOYLE FOR CONGRESS,,,,,,PO BOX 657,,SPRINGFIELD,OR,97477,G2023,,2023-07-14,1000.00,,,011,C00796144,VAL HOYLE FOR CONGRESS,,,,,,,H,OR,04,,,,,,,,
