form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00859058,SB22.I69076,,,CCM,ALASKANS FOR NICK BEGICH,,,,,,PO BOX 671710,,CHUGIAK,AK,99567,G2024,,2024-10-11,32402.06,,TRANSFER OF NET JFC FUNDS,,C00792341,,H2AK01083,BEGICH,NICHOLAS,,,III,H,AK,00,  ,,,,,,,
SB22,C00859058,SB22.I69089,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,523020811,G2024,,2024-10-11,23901.49,,TRANSFER OF NET JFC FUNDS,,C00706267,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,01,  ,,,,,,,
SB22,C00859058,SB22.I69077,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-10-11,35184.24,,TRANSFER OF NET JFC FUNDS,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB22,C00859058,SB22.I69085,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,190470939,G2024,,2024-10-11,30716.70,,TRANSFER OF NET JFC FUNDS,,C00607416,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,  ,,,,,,,
SB22,C00859058,SB22.I69088,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,331742526,G2024,,2024-10-11,22233.01,,TRANSFER OF NET JFC FUNDS,,C00735985,,H0FL26036,GIMENEZ,CARLOS,,,,H,FL,26,  ,,,,,,,
SB22,C00859058,SB22.I69081,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,857405103,G2024,,2024-10-11,29016.41,,TRANSFER OF NET JFC FUNDS,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB22,C00859058,SB22.I69082,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,G2024,,2024-10-11,17387.04,,TRANSFER OF NET JFC FUNDS,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB22,C00859058,SB22.I69073,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,681391368,G2024,,2024-10-11,27761.11,,TRANSFER OF NET JFC FUNDS,,C00575167,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB22,C00859058,SB22.I69084,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-10-11,30370.73,,TRANSFER OF NET JFC FUNDS,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB22,C00859058,SB22.I69115,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,G2024,,2024-10-11,129069.58,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
