form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00305318,500060100,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,PO Box 909,,Columbus,GA,319020909,P2023,,2023-06-20,2000.00,0.00,Contribution,011,C00266940,,,BISHOP,SANFORD,,,JR.,H,GA,02,,,,,,,,
SB23,C00305318,500057860,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500060101,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,P2023,,2023-06-20,2000.00,0.00,Contribution,011,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00305318,500057861,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00305318,500060102,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,P2023,,2023-06-20,2000.00,0.00,Contribution,011,C00371302,,,CUELLAR,HENRY,,,,H,TX,28,,,,,,,,
SB23,C00305318,500057862,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,P2024,,2023-03-24,5000.00,0.00,Contribution,011,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00305318,500060103,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-06-20,5000.00,0.00,Contribution,011,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00305318,500057863,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 Madison Ave,,Sacramento,CA,958413111,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00326363,,,THOMPSON,MIKE,,,,H,CA,05,,,,,,,,
SB23,C00305318,500060104,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,P2023,,2023-06-20,2000.00,0.00,Contribution,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00305318,500060105,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,P2023,,2023-06-20,2000.00,0.00,Contribution,011,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00305318,500060106,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,P2023,,2023-06-20,2000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500057856,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,PO Box 909,,Columbus,GA,319020909,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00266940,,,BISHOP,SANFORD,,,JR.,H,GA,02,,,,,,,,
SB23,C00305318,500060107,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,P2024,,2023-06-20,2500.00,0.00,Contribution,011,C00763045,,,NICKEL,WILEY,,,,H,NC,13,,,,,,,,
SB23,C00305318,500057857,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00305318,500060108,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,G2024,,2023-06-20,2000.00,0.00,Contribution,011,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00305318,500057858,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00371302,,,CUELLAR,HENRY,,,,H,TX,28,,,,,,,,
SB23,C00305318,500060109,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 Madison Ave,,Sacramento,CA,958413111,P2024,,2023-06-20,2000.00,0.00,Contribution,011,C00326363,,,THOMPSON,MIKE,,,,H,CA,05,,,,,,,,
SB23,C00305318,500057859,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,P2024,,2023-03-24,2000.00,0.00,Contribution,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
