form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00364158,501153000,,,CCM,Robin Kelly for Congress,,,,,,PO Box 3441,,Chicago,IL,60654,G2024,,2024-03-11,2000.00,0.00,Federal Contribution,,C00539866,,,Kelly,Robin,,,,H,IL,02,,,,,,,,
SB23,C00364158,501153070,,,CCM,Lauren Underwood for Congress,,,,,,13400 S Route 59,Unit 116,Plainfield,IL,605855830,P2024,,2024-03-12,2000.00,0.00,Federal Contribution,,C00652719,,,Underwood,Lauren,A.,,,H,IL,14,,,,,,,,
SB23,C00364158,501153001,,,CCM,"McBride for Delaware, Inc.",,,,,,PO Box 1904,,Wilmington,DE,198991904,P2024,,2024-03-11,5000.00,0.00,Federal Contribution,,C00843763,,,McBride,Sarah,Elizabeth,,,H,DE,00,,,,,,,,
SB23,C00364158,501153021,,,CCM,Morrison for Congress,,,,,,PO Box 684,,Wayzata,MN,553910684,P2024,,2024-03-11,5000.00,0.00,Federal Contribution,,C00856062,,,Morrison,Kelly,,,,H,MN,03,,,,,,,,
SB23,C00364158,501153022,,,CCM,Morrison for Congress,,,,,,PO Box 684,,Wayzata,MN,553910684,G2024,,2024-03-11,5000.00,0.00,Federal Contribution,,C00856062,,,Morrison,Kelly,,,,H,MN,03,,,,,,,,
SB23,C00364158,501154682,,,CCM,Engel for Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,P2024,,2024-03-19,5000.00,0.00,Federal Contribution,,C00773820,,,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00364158,501153014,,,CCM,"McBride for Delaware, Inc.",,,,,,PO Box 1904,,Wilmington,DE,198991904,G2024,,2024-03-11,5000.00,0.00,Federal Contribution,,C00843763,,,McBride,Sarah,Elizabeth,,,H,DE,00,,,,,,,,
SB23,C00364158,501152994,,,CCM,Dr. Raul Ruiz For Congress,,,,,,PO Box 15096,,Washington,DC,200030096,G2024,,2024-03-11,1000.00,0.00,Federal Contribution,,C00502575,,,Ruiz,Raul,,Dr.,MD,H,CA,25,,,,,,,,
SB23,C00364158,501154694,,,CCM,Rosen for Nevada,,,,,,PO Box 15854,,Washington,DC,200030854,G2024,,2024-03-19,1500.00,0.00,Federal Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00364158,501156545,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2024-03-29,1000.00,0.00,Federal Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00364158,501154685,,,CCM,Clarke for Congress,,,,,,111 -36 200TH St,,Hollis,NY,11412,P2024,,2024-03-29,1000.00,0.00,Federal Contribution,,C00415331,,,Clarke,Yvette,D,,,H,NY,09,,,,,,,,
SB23,C00364158,501152995,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-03-11,5000.00,0.00,Federal Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00364158,501152997,,,CCM,Maggie for NH,,,,,,PO Box 298,,Concord,NH,033020298,P2028,,2024-03-11,1000.00,0.00,Federal Contribution,,C00588772,,,Hassan,Margaret,Wood,,,S,NH,00,,,,,,,,
SB23,C00364158,501154638,,,CCM,Maxine for Congress,,,,,,PO Box 12209,,Portland,OR,972120209,P2024,,2024-03-19,5000.00,0.00,Federal Contribution,,C00859108,,,Dexter,Maxine,,,,H,OR,03,,,,,,,,
SB23,C00364158,501152998,,,CCM,Lois Frankel for Congress,,,,,,PO Box 812421,,Boca Raton,FL,334812421,P2024,,2024-03-11,1000.00,0.00,Federal Contribution,,C00494856,,,Frankel,Lois,J.,Ms.,,H,FL,22,,,,,,,,
SB23,C00364158,501152999,,,CCM,Deborah Ross for Congress,,,,,,PO Box 15096,,Washington,DC,200030096,G2024,,2024-03-11,1000.00,0.00,Federal Contribution,,C00729277,,,Ross,Deborah,,,,H,NC,02,,,,,,,,
