form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,500390732,,,CCM,Adam Gray For Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,P2024,,2023-10-30,5000.00,0.00,Contribution,,C00801431,,,GRAY,ADAM,C.,,,H,CA,13,,,,,,,,
SB23,C00409730,500390741,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,P2024,,2023-10-30,5000.00,0.00,Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,02,,,,,,,,
SB23,C00409730,16114694C,16114694,SA11AI,CCM,LISA BLUNT ROCHESTER FOR SENATE,,,,,,PO Box 9767,,Wilmington,DE,198090767,,,2023-10-09,3300.00,0.00,Conduit Contribution,,C00843391,,,BLUNT ROCHESTER,LISA,,,,S,DE,00,,,,,,,X,Earmarked by William S. Fisher
SB23,C00409730,16114674C,16114674,SA11AI,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-10-09,3300.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by John Fisher
SB23,C00409730,16114680C,16114680,SA11AI,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-10-09,3300.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by Elizabeth Stroud Fisher
SB23,C00409730,500390756,,,CCM,MONICA TRANEL FOR MONTANA,,,,,,PO Box 9384,,Missoula,MT,598079384,P2024,,2023-10-30,5000.00,0.00,Contribution,,C00783696,,,TRANEL,MONICA,,,,H,MT,01,,,,,,,,
SB23,C00409730,16223898C,16223898,SA11AI,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-10-23,500.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by James A. French
SB23,C00409730,16275173C,16275173,SA11AI,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-10-30,500.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by Eric E. Tober
SB23,C00409730,500390761,,,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,P2024,,2023-10-26,5000.00,0.00,Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00409730,16114673C,16114673,SA11C,CCM,Tony Vargas For Congress,,,,,,PO Box 746,,Boystown,NE,680100746,,,2023-10-09,1000.00,0.00,Conduit Contribution,,C00784371,,,VARGAS,ANTHONY,'TONY',,,H,NE,02,,,,,,,X,"Earmarked by Kuster For Congress, Inc."
