form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00182980,SB23.7694,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,P2024,,2023-07-27,1000.00,,Contribution,011,C00431056,BOB CASEY FOR SENATE INC,,,,,,,S,PA,00,,,,,,,,
SB23,C00182980,SB23.7741,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,P2024,,2023-09-19,1000.00,,Contribution,011,C00431056,BOB CASEY FOR SENATE INC,,,,,,,S,PA,00,,,,,,,,
SB23,C00182980,SB23.7744,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-12-12,1000.00,,Contribution,011,C00607416,BRIAN FITZPATRICK FOR CONGRESS,,,,,,,H,PA,08,,,,,,,,
SB23,C00182980,SB23.7689,,,CCM,CLEAVER FOR CONGRESS,,,,,,"4801 MAIN STREET, SUITE 1000",,KANSAS CITY,MO,64112,P2024,,2023-07-17,1500.00,,Contribution,011,C00395848,CLEAVER FOR CONGRESS,,,,,,,H,MO,05,,,,,,,,
SB23,C00182980,SB23.7688,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,P2024,,2023-07-16,1000.00,,Contribution,011,C00422980,COHEN FOR CONGRESS,,,,,,,H,TN,09,,,,,,,,
SB23,C00182980,SB23.7685,,,CCM,COMER FOR CONGRESS,,,,,,P.O. BOX 338,,TOMPKINSVILLE,KY,42167,P2024,,2023-07-31,1000.00,,Contribution,011,C00588764,COMER FOR CONGRESS,,,,,,,H,KY,01,,,,,,,,
SB23,C00182980,SB23.7693,,,CCM,SCANLON FOR CONGRESS,,,,,,PO BOX 263,,SWARTHMORE,PA,19081,P2024,,2023-07-17,1000.00,,Contribution,011,C00669358,SCANLON FOR CONGRESS,,,,,,,H,PA,05,,,,,,,,
SB23,C00182980,SB23.7742,,,CCM,SCANLON FOR CONGRESS,,,,,,PO BOX 263,,SWARTHMORE,PA,19081,P2024,,2023-09-26,1000.00,,Contribution,011,C00669358,SCANLON FOR CONGRESS,,,,,,,H,PA,05,,,,,,,,
SB23,C00182980,SB23.7745,,,CCM,TROY CARTER FOR CONGRESS,,,,,,PO BOX 50730,,NEW ORLEANS,LA,70150,P2024,,2023-12-13,1000.00,,Contribution,011,C00763649,TROY CARTER FOR CONGRESS,,,,,,,H,LA,02,,,,,,,,
SB23,C00182980,SB23.7743,,,CCM,WEBER FOR CONGRESS,,,,,,1701 BENDING STREAM,,FRIENDSWOOD,TX,77546,P2024,,2023-11-27,1000.00,,Contribution,011,C00502229,WEBER FOR CONGRESS,,,,,,,H,TX,14,,,,,,,,
