form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00685289,BE107,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,375.00,2024-10-07,380345.03,Staff Time for Canvassing,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE108,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,375.00,2024-10-07,186625.49,Staff Time for Canvassing,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE109,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,375.00,2024-10-07,380345.03,Staff Time for Canvassing,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE110,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,375.00,2024-10-07,186625.49,Staff Time for Canvassing,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE111,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,250.00,2024-10-07,56095.06,Staff Time for Canvassing,24E,C00655613,S,,Lee,Susie,,,,H,03,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE112,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,250.00,2024-10-07,56095.07,Staff Time for Canvassing,24E,,S,,Horsford,Steven,,,,H,04,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE113,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-01,250.00,2024-10-07,56095.06,Staff Time for Canvassing,24E,,S,,Titus,Dina,,,,H,01,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE153,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-03,24.60,2024-10-07,186625.49,Email Newsletter,,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE154,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-03,24.59,2024-10-07,186625.49,Email Newsletter,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE157,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-03,77.64,2024-10-07,186625.49,Email Newsletter,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
