form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00305318,500064050,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,PO Box 909,,Columbus,GA,319020909,G2024,,2023-09-28,1000.00,0.00,Contribution,011,C00266940,,,BISHOP,SANFORD,,,JR.,H,GA,02,,,,,,,,
SB23,C00305318,500064060,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,G2024,,2023-09-28,1000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500066680,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,G2024,,2023-12-12,2000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500064511,,,CCM,RIEBE FOR CONGRESS,,,,,,PO Box 521689,,Salt Lake City,UT,841521689,O2023,Special General,2023-10-19,5000.00,0.00,Contribution,011,C00842955,,,RIEBE,KATHLEEN,,,,H,UT,02,,,,,,,,
SB23,C00305318,500066651,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,P2024,,2023-12-20,2500.00,0.00,Contribution,011,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00305318,500064051,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,P2024,,2023-09-28,1000.00,0.00,Contribution,011,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00305318,500064061,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,P2024,,2023-09-28,1000.00,0.00,Contribution,011,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00305318,500066681,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,G2024,,2023-12-12,2000.00,0.00,Contribution,011,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00305318,500064052,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,G2024,,2023-09-28,1000.00,0.00,Contribution,011,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00305318,500064062,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,G2024,,2023-09-28,1000.00,0.00,Contribution,011,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
