form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00863548,PB59,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-02-15,520.00,,Accounting & Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB318,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,100.01,,Telecommunications Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB313,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,211.00,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB310,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,1070.00,,Consultants & Contractors,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB334,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,8.35,,Telecommunications Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB304,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,2676.88,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB282,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,22268.59,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB295,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-03-31,7105.37,,Overhead,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB54,,,IND,,Leonard,Annie,,,,1720 Rose Street,,Berkeley,CA,94703,,,2024-03-03,1575.00,,Host of fundraising event,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,PBFT59,,,ORG,S.E. Owens & Company,,,,,,"312 Clay Street, #300",,Oakland,CA,94607,,,2024-02-15,520.00,,Accounting & Compliance Services,,,,,,,,,,,,,,,,,,,X,
