form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00786202,SB23.4237,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-06-02,5000.00,,CONTRIBUTION,,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00786202,SB23.4225,,,PAC,DENALI LEADERSHIP PAC,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,O2023,Annual,2023-03-21,1000.00,,CONTRIBUTION,,C00438291,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4212,,,PAC,GO PAC GO,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,O2023,Annual,2023-03-08,5000.00,,CONTRIBUTION,,C00657262,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4223,,,PAC,JOBS OPPORTUNITY AND NEW IDEAS PAC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,O2023,Annual,2023-03-21,5000.00,,CONTRIBUTION,,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4220,,,PAC,OORAH! POLITICAL ACTION COMMITTEE,,,,,,PO BOX 3743,,CARMEL,IN,46082,O2023,Annual,2023-03-21,5000.00,,CONTRIBUTION,,C00551853,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4234,,,PAC,RAZOR PAC,,,,,,PO BOX 508,,ROGERS,AR,72757,O2023,Annual,2023-05-30,5000.00,,CONTRIBUTION,,C00493361,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4209,,,PAC,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),,,,,,PO BOX 54,,JACKSON,MS,39205,O2023,Annual,2023-03-08,5000.00,,CONTRIBUTION,,C00368696,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4210,,,PAC,SIX POLITICAL ACTION COMMITTEE,,,,,,PO BOX 183,,HUDSON,WI,54016,O2023,Annual,2023-03-08,2500.00,,CONTRIBUTION,,C00770255,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4230,,,CCM,TEXANS FOR MORGAN LUTTRELL,,,,,,PO BOX 1245,,MAGNOLIA,TX,77353,P2024,,2023-04-27,2500.00,,CONTRIBUTION,,C00781112,TEXANS FOR MORGAN LUTTRELL,H2TX08182,LUTTRELL,MORGAN JOE,,,,H,TX,08,,,,,,,,
SB23,C00786202,SB23.4219,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,P2024,,2023-03-21,2500.00,,CONTRIBUTION,,C00443218,WICKER FOR SENATE,S8MS00196,WICKER,ROGER,,SEN.,,S,MS,00,,,,,,,,
