form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035204,18472142,,,CCM,"Tuberville For Senate, Inc.",,,,,,P.O. Box 590012,,Birmingham,AL,35259,P2026,,2024-06-05,2000.00,0.00,2024 Event,011,C00701672,"Tuberville For Senate, Inc.",S0AL00230,Tuberville,Thomas,,Sen.,,S,AL,,,,,,,,,2024 Event
SB23,C00035204,18477435,,,CCM,Rogers For Senate,,,,,,PO Box 132,,Saint Joseph,MI,490850132,P2024,,2024-06-05,2500.00,0.00,"Event - Jun 12, 2024",011,C00849810,Rogers For Senate,S4MI00595,Rogers,Michael,,Rep.,,S,MI,,,,,,,,,"Event - Jun 12, 2024"
SB23,C00035204,18478381,,,CCM,Josh Hawley For Senate,,,,,,PO Box 31476,,St. Louis,MO,63131,P2024,,2024-06-05,1500.00,0.00,"Event - Jun 26, 2024 Void Chk # 3837 6/5/2024",011,C00652727,Josh Hawley For Senate,S8MO00160,Hawley,Josh,,Sen.,,S,MO,,,,,,,,,"Event - Jun 26, 2024 Void Chk # 3837 6/5/2024"
SB23,C00035204,18480684,,,PAC,The Freedom Project,,,,,,"228 S WAshington Street, Suite 115",,Alexandria,VA,22314,,,2024-06-05,5000.00,0.00,2024 Support,011,C00305805,,,,,,,,,,,,,,,,,,2024 Support
SB23,C00035204,18486219,,,CCM,Klobuchar For Minnesota,,,,,,P.O. Box 4146,,St. Paul,MN,55104,P2024,,2024-06-05,2500.00,0.00,"2024 Event  - Void Check 3839 June 5, 2024",011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,Sen.,,S,MN,,,,,,,,,"2024 Event  - Void Check 3839 June 5, 2024"
SB23,C00035204,18491031,,,CCM,Tim Sheehy For Montana,,,,,,P.O. Box 6456,,Helena,MT,59604,G2024,,2024-06-05,2500.00,0.00,"Event - Jun 11, 2024",011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,,"Event - Jun 11, 2024"
SB23,C00035204,18803852,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Avenue #1448,,Janesville,WI,53545,P2024,,2024-06-07,1000.00,0.00,2024 Event,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,,,,H,WI,01,,,,,,,,2024 Event
SB23,C00035204,19059548,,,CCM,"Laurel Lee For Congress, Inc.",,,,,,P.O. Box 2743,,Branden,FL,33509,P2024,,2024-06-10,1500.00,0.00,2024 Event,011,C00815373,"Laurel Lee For Congress, Inc.",H2FL15241,Lee,Laurel,,,,H,FL,15,,,,,,,,2024 Event
SB23,C00035204,19373293,,,CCM,Garret Graves For Congress,,,,,,P.O. Box 64845,,Baton Rouge,LA,70896,P2024,,2024-06-12,1500.00,0.00,"2024 Event - Void Check 3844 Jun 12, 2024 no longer running",011,C00558486,Garret Graves For Congress,H4LA06153,Graves,Garret,,Rep.,,H,LA,06,,,,,,,,"2024 Event - Void Check 3844 Jun 12, 2024 no longer running"
SB23,C00035204,19373722,,,CCM,Klobuchar For Minnesota,,,,,,P.O. Box 4146,,St. Paul,MN,55104,P2024,,2024-06-14,-2500.00,0.00,Void - Klobuchar For Minnesota,011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,Sen.,,S,MN,,,,,,,,,Void - Klobuchar For Minnesota
SB23,C00035204,19390058,,,CCM,Tony Wied For Congress,,,,,,P.O. Box 5003,,De Pere,WI,54115,P2024,,2024-06-20,2500.00,0.00,2024 Event,011,C00875518,Tony Wied For Congress,H4WI08119,Wied,Tony,,Mr.,,H,WI,08,,,,,,,,2024 Event
SB23,C00035204,19390060,,,CCM,Miller-Meeks For Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,G2024,,2024-06-20,1000.00,0.00,"Event - June 13, 2023",011,C00558825,Miller-Meeks For Congress,H8IA02043,Miller-Meeks,Mariannette,,Rep.,MD,H,IA,01,,,,,,,,"Event - June 13, 2023"
