form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00844282,SE.4226,,,ORG,Catalist LLC,,,,,,1310 L Street NW,,Washington,DC,20005,P2024,,,959.70,2024-01-08,7984.70,Voter data,004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4228,,,ORG,DonorBureau,,,,,,1900 Reston Metro Plaza,Suite 600,Reston,VA,20190,P2024,,,20883.35,2024-01-30,164311.57,SMS Text Campaign,004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4227,,,ORG,Greg Dale,,,,,,130 Baden Street,,San Francisco,CA,94131,P2024,,,2469.00,2024-01-25,142528.22,Digital ad consulting,004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4225,,,ORG,iHeartMedia,,,,,,20880 Stone Oak Parkway,,San Antonio,TX,78258,P2024,,,6600.00,2024-01-05,6600.00,Media ads,004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4229,,,ORG,Marsh Strategies,,,,,,1440 A Street NE,,Washington,DC,20002,P2024,,,70845.69,2024-01-12,112257.58,Production and postage for direct mailers,004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4230,,,ORG,"MCI Printing, Inc.",,,,,,10017 Office Center Ave.,,St. Louis,MO,63128,P2024,,,32002.19,2024-01-08,39986.89,Postage for direct mailers,004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4168,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,75.00,2024-01-08,6675.00,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4170,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,75.00,2024-01-08,6750.00,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4171,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,75.00,2024-01-08,6825.00,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4172,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,75.00,2024-01-08,6900.00,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
