form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00130773,88710247,,,CCM,Banks For Senate,,,,,,PO Box 11431,,Fort Wayne,IN,46858,G2024,,2024-05-17,5000.00,0.00,,011,C00577999,Banks For Senate,S4IN00196,Banks,Jim,,Rep.,,S,IN,,,,,,,,,
SB23,C00130773,88710248,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,G2024,,2024-05-17,5000.00,0.00,,011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,A.,Sen.,Dr.,S,WY,,,,,,,,,
SB23,C00130773,88710249,,,CCM,Beatty For Congress,,,,,,222 East Town Street,Suite 2w,Columbus,OH,43215,G2024,,2024-05-17,2500.00,0.00,,011,C00507368,Beatty For Congress,H2OH03125,Beatty,Joyce,,Rep.,Dr.,H,OH,03,,,,,,,,
SB23,C00130773,88710250,,,CCM,Lisa Blunt Rochester For Senate,,,,,,P.O. Box 9767,,Wilmington,DE,19809,G2024,,2024-05-17,5000.00,0.00,,011,C00843391,Lisa Blunt Rochester For Senate,S4DE00060,Blunt Rochester,Lisa,,Rep.,,S,DE,,,,,,,,,
SB23,C00130773,88710252,,,PAC,Freedom Fund,,,,,,824 S Milledge Ave,Ste. 101,Athens,GA,30605,,,2024-05-17,5000.00,0.00,,011,C00390674,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710253,,,CCM,Delbene For Congress,,,,,,PO Box 477,,Kirkland,WA,98083,P2024,,2024-05-17,1500.00,0.00,,011,C00459099,Delbene For Congress,H0WA08046,DelBene,Suzan,,Rep.,,H,WA,01,,,,,,,,
SB23,C00130773,88710255,,,PAC,Evergreen PAC,,,,,,"499 S Capitol Street, SW",Suite 420,Washington,DC,20003,,,2024-05-17,3500.00,0.00,,011,C00576090,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710256,,,PAC,Wolverine PAC,,,,,,PO Box 972480,,Ypsilanti,MI,48197,,,2024-05-17,2500.00,0.00,,011,C00451583,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710258,,,PAC,Perimeter PAC,,,,,,124 Washington Street,Suite 101,Foxboro,MA,02035,,,2024-05-17,5000.00,0.00,,011,C00544254,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710259,,,PAC,Jobs Opportunity and New Ideas PAC,,,,,,PO Box 93441,,Des Moines,IA,50393,,,2024-05-17,2500.00,0.00,,011,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710260,,,CCM,Deb Fischer For US Senate,,,,,,"5555 South St, Ste. 200",,Lincoln,NE,68506,G2024,,2024-05-17,5000.00,0.00,,011,C00498907,Deb Fischer For US Senate,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,
SB23,C00130773,88710261,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,87125,P2024,,2024-05-17,2500.00,0.00,,011,C00434563,Martin Heinrich For Senate,S2NM00088,Heinrich,Martin,,Sen.,,S,NM,,,,,,,,,
SB23,C00130773,88710265,,,CCM,Hudson For Congress,,,,,,PO Box 1875,,Southern Pines,NC,28388,G2024,,2024-05-17,5000.00,0.00,,011,C00504522,Hudson For Congress,H2NC08185,Hudson,Richard,,Rep.,,H,NC,09,,,,,,,,
SB23,C00130773,88710267,,,PAC,Conservatives Harvesting Success PAC,,,,,,PO Box 2930,,Jackson,MS,39207,,,2024-05-17,2500.00,0.00,,011,C00678813,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710268,,,CCM,Friends Of Dusty Johnson,,,,,,PO Box 278,,Mitchell,SD,57301,P2024,,2024-05-17,3000.00,0.00,,011,C00628917,Friends Of Dusty Johnson,H8SD01055,Johnson,Dusty,,Rep.,,H,SD,01,,,,,,,,
SB23,C00130773,88710270,,,CCM,Jim Justice For U.S. Senate,,,,,,3501 MacCorkle Ave SE,Num 131,Charleston,WV,25304,G2024,,2024-05-17,5000.00,0.00,,011,C00839100,Jim Justice For U.S. Senate,S4WV00332,Justice,James,,Gov.,,S,WV,,,,,,,,,
SB23,C00130773,88710271,,,CCM,LaHood For Congress,,,,,,P.O Box 10735,,Peoria,IL,61612,G2024,,2024-05-17,5000.00,0.00,,011,C00575050,LaHood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,16,,,,,,,,
SB23,C00130773,88710272,,,PAC,Synergy PAC,,,,,,185 Symphony Way,,Centreville,MD,21617,,,2024-05-17,5000.00,0.00,,011,C00409623,,,,,,,,,,,,,,,,,,
SB23,C00130773,88710274,,,CCM,Lisa McClain For Congress,,,,,,PO Box 327,,Romeo,MI,48065,P2024,,2024-05-17,1000.00,0.00,,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,Rep.,,H,MI,09,,,,,,,,
SB23,C00130773,88710275,,,CCM,Carol For Congress,,,,,,228 S. Washington Street,Suite 115,Alexandria,WV,22314,G2024,,2024-05-17,5000.00,0.00,,011,C00653220,Carol For Congress,H8WV03097,Miller,Carol,,Rep.,,H,WV,01,,,,,,,,
SB23,C00130773,88713010,,,CCM,Marc For Us Inc.,,,,,,PO Box 219,,Leeds,NY,12451,P2024,,2024-05-17,2000.00,0.00,,011,C00789586,Marc For Us Inc.,H2NY19127,Molinaro,Marc,,Rep.,,H,NY,19,,,,,,,,
SB23,C00130773,88713012,,,PAC,Free State PAC,,,,,,P.O. Box 541,,Belleville,KS,66935,,,2024-05-17,5000.00,0.00,,011,C00455717,,,,,,,,,,,,,,,,,,
