form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000729,SB23.3647,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00832501,AMERICAN EXCELLENCE PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3651,,,PAC,AMERICAN REVIVAL PAC,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00639229,AMERICAN REVIVAL PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3659,,,PAC,BAKER PAC,,,,,,PO BOX 101,,BAYPORT,NY,11705,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00770297,BAKER PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3668,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-12-26,2500.00,0.00,Debt Retirement,011,C00837484,BERNIE MORENO FOR SENATE,S4OH00192,Moreno,Bernie,,Sen,,S,OH,,,,,,,,,
SB23,C00000729,SB23.3645,,,PAC,BRETTPAC-THE LEADERSHIP PAC OF U.S.REPRESENATIVE BRETT GUTHRIE,,,,,,504 DEREK AVENUE,,ELIZABETHTOWN,DE,427019168,O2024,,2024-12-12,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00483487,BRETTPAC-THE LEADERSHIP PAC OF U.S.REPRESENATIVE BRETT GUTHRIE,,,,,,,,,,,,,,,,,"Excessive contribution will be refunded, please see the next report for disclosure."
SB23,C00000729,SB23.3675,,,PAC,BUDDY PAC,,,,,,824 S  MILLEDGE AVE STE 101,,ATHENS,GA,30605,O2024,,2024-12-31,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00597062,BUDDY PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3648,,,PAC,BUILDING UP DEMOCRACY'S DREAM,,,,,,PO BOX 97275,,RALEIGH,NC,27624,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00834507,BUILDING UP DEMOCRACY'S DREAM,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3644,,,PAC,CMR POLITICAL ACTION COMMITTEE,,,,,,PO BOX 2485,,SPRINGFIELD,WA,22152,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00469429,CMR POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3650,,,PAC,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00480228,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3673,,,PAC,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,O2024,,2024-12-30,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00493072,DAKOTA PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3662,,,PAC,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,O2024,,2024-12-13,3500.00,0.00,Contribution to Federal Leadership PAC,011,C00632323,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3664,,,PAC,DENALI LEADERSHIP PAC,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00438291,DENALI LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3643,,,PAC,E-PAC,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00570945,E-PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3666,,,PAC,FIRST IN FREEDOM PAC,,,,,,"824 S MILLEDGE AVE, STE 101",,ATHENS,GA,30605,O2024,,2024-12-17,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00540146,FIRST IN FREEDOM PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3617,,,CCM,"FRIENDS OF JIMMY PATRONIS, INC.",,,,,,421 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,O2025,Special Election,2024-12-09,5000.00,0.00,Special Election,011,C00893594,"FRIENDS OF JIMMY PATRONIS, INC.",H6FL01390,Patronis,Jimmy,,,,H,FL,01,,,,,,,,
SB23,C00000729,SB23.3660,,,PAC,FUND FOR AMERICA'S FUTURE,,,,,,PO BOX 1373,,COLUMBIA,SC,292021373,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00388934,FUND FOR AMERICA'S FUTURE,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3674,,,PAC,GIDDY UP PAC,,,,,,PO BOX 300669,,DENVER,CO,80203,O2024,,2024-12-31,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00687582,GIDDY UP PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3641,,,PAC,HAWAII PAC,,,,,,600 PENNSYLVANIA AVENUE SE,#15180,WASHINGTON,DC,20003,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00567693,HAWAII PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3652,,,PAC,HOOPS PAC,,,,,,PO BOX 3314,,PORTLAND,OR,97208,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00392738,HOOPS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3656,,,PAC,I GOT YOUR BACK PAC,,,,,,122 C STREET NW,SUITE 360,WASHINGTON,DE,20001,O2024,,2024-12-12,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00633156,I GOT YOUR BACK PAC,,,,,,,,,,,,,,,,,"Excessive contribution will be refunded, please see the next report for disclosure."
