form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00236489,VF3C3C71F7E683675152,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,2.50,2024-10-15,2.50,KOCHPAC IA Communication,001,C00693663,S,H0IA04145,Feenstra,Randy,,Rep.,,H,04,IA,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,V08704AAFBF7FA2EE5B0,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,2.50,2024-10-15,2.50,KOCHPAC IA Communication,001,C00706267,S,H0IA01174,Hinson,Ashley,,Rep.,,H,02,IA,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,VBDB0B81857B760AB1D3,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,2.50,2024-10-15,2.50,KOCHPAC IA Communication,001,C00558825,S,H8IA02043,Miller-Meeks,Mariannette,Jane,Rep.,,H,01,IA,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,VB1394F7B869ACB56E65,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,2.50,2024-10-15,2.50,KOCHPAC IA Communication,001,C00784389,S,H2IA03119,Nunn,Zach,,Rep.,,H,03,IA,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,VA5D4CE82888AB977C67,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,4.20,2024-10-15,4.20,KOCHPAC KS Communication,001,C00632067,S,H8KS04112,Estes,Ron,,Rep.,,H,04,KS,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,V6B4787BBDD715FCB14D,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,4.20,2024-10-15,4.20,KOCHPAC KS Communication,001,C00460659,S,H0KS01123,Mann,Tracey,Robert,Rep.,,H,01,KS,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,VAAC941F17C244B8D089,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,4.20,2024-10-15,4.20,KOCHPAC KS Communication,001,C00845347,S,H4KS03212,Reddy,Prasanth,,,,H,03,KS,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,V07371F0FA5589DFABA5,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,23.66,2024-10-15,23.66,KOCHPAC LA Communication,001,C00608695,S,H6LA04138,Johnson,Mike,,Rep.,,H,04,LA,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,V4905F424F88FE5E3F4C,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,23.66,2024-10-15,23.66,KOCHPAC LA Communication,001,C00766428,S,H2LA05126,Letlow,Julia,,Rep.,,H,05,LA,Tennille,Lacye,R.,,,2024-10-24,,
SE,C00236489,VD8C5502A5D59B50BF9B,,,ORG,"Koch Government Affairs, LLC",,,,,,4111 East 37th Street North,,Wichita,KS,67220,G2024,,2024-10-15,23.66,2024-10-15,23.66,KOCHPAC LA Communication,001,C00394957,S,H0LA01087,Scalise,Stephen,Joseph,Rep.,,H,01,LA,Tennille,Lacye,R.,,,2024-10-24,,
