form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00314617,500682345,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-01,762.84,0.00,In-Kind for Staff Time and Travel Expenses,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00314617,500682346,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-01,201.76,0.00,In-Kind for Staff Time and Travel Expenses,,C00851790,,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB23,C00314617,500683010,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,,,2024-10-04,348.10,0.00,In-Kind for Staff Time and Travel,,C00019331,Democratic Party Of Wisconsin Federal,,,,,,,,,,,,,,,,,
SB23,C00314617,500684175,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,,,2024-10-09,198.17,0.00,In-Kind for Staff Time,,C00010603,DNC Services Corp../Democratic National Committee,,,,,,,,,,,,,,,,,
SB23,C00314617,500684293,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-09,266.32,0.00,In-Kind for Staff Time,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,
SB23,C00314617,500686627,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,,,2024-10-09,174.24,0.00,In-Kind for Staff Time,,C00025254,Minnesota Democratic-Farmer-Labor Party,,,,,,,,,,,,,,,,,
SB23,C00314617,500684179,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-11,20.00,0.00,In-Kind for Staff Time,,C00840017,,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00314617,500686618,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-11,203.33,0.00,In-Kind for Staff Time,,C00787820,,,Bohannan,Christina,,,,H,IA,01,,,,,,,,
SB23,C00314617,500687065,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-13,96.16,0.00,In-Kind for Staff Time,,C00558627,,,Gallego,Ruben,,,,S,AZ,,,,,,,,,
SB23,C00314617,500687066,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-10-13,246.02,0.00,In-Kind for Staff Time,,C00703975,,,Harris,Kamala,,,,P,,,,,,,,,,
