form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00503680,SB23.10356,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2024,,2023-11-24,1000.00,,Political Contribution,,C00796433,CHUCK EDWARDS FOR CONGRESS,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,,,,,,,,
SB23,C00503680,SB23.10361,,,CCM,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,O2023,Other,2023-11-24,2000.00,,Political Contribution,,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10355,,,CCM,DAVID ROUZER FOR CONGRESS,,,,,,PO BOX 2267,,SMITHFIELD,NC,27577,P2024,,2023-11-24,2500.00,,Political Contribution,,C00501643,DAVID ROUZER FOR CONGRESS,H2NC07096,ROUZER,DAVID CHESTON,,MR.,,H,NC,07,,,,,,,,
SB23,C00503680,SB23.10362,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 15114,,ARLINGTON,VA,22215,P2028,,2023-11-24,5000.00,,Political Contribution,,C00473371,HOEVEN FOR SENATE,S0ND00093,HOEVEN,JOHN,,,,S,ND,00,,,,,,,,
SB23,C00503680,SB23.10363,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 15114,,ARLINGTON,VA,22215,G2028,,2023-11-24,5000.00,,Political Contribution,,C00473371,HOEVEN FOR SENATE,S0ND00093,HOEVEN,JOHN,,,,S,ND,00,,,,,,,,
SB23,C00503680,SB23.10359,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 5053,,CONCORD,NC,28027,P2024,,2023-11-24,2500.00,,Political Contribution,,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD,L.,,JR.,H,NC,09,,,,,,,,
SB23,C00503680,SB23.10352,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 1579,,CARMEL VALLEY,CA,93924,P2024,,2023-11-24,5000.00,,Political Contribution,,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00503680,SB23.10353,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 1579,,CARMEL VALLEY,CA,93924,G2024,,2023-11-24,5000.00,,Political Contribution,,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00503680,SB23.10360,,,COM,TEAM MCHENRY,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,P2024,,2023-11-24,2500.00,,Political Contribution- See Memo,,C00544650,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10360.0,SB23.10360,SB23,CCM,MCHENRY FOR CONGRESS,,,,,,PO BOX 2165,,GASTONIA,NC,28053,P2024,,2023-11-24,2500.00,,Political Contribution,,C00393629,MCHENRY FOR CONGRESS,H4NC10047,MCHENRY,PATRICK,,,,H,NC,10,,,,,,,X,
