form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00048165,SB29.40264,,,COM,Ando Con Mando Campaign,,,,,,P. O. Box 1651,,Weslaco,TX,78596,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40307,,,COM,Angie Chen Button Campaign,,,,,,P. O. Box 832748,,Richardson,TX,75083,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40320,,,COM,Ann Johnson Campaign,,,,,,P. O. Box 56386,,Houston,TX,77256,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40312,,,COM,Barbara Gervin-Hawkins Campaign,,,,,,P. O. Box 39602,,San Antonio,TX,78218,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40275,,,COM,Ben Bumgarner Campaign,,,,,,"2201 Spinks Rd., Ste 250",,Flower Mound,TX,75022,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40267,,,COM,Bobby Guerra Campaign,,,,,,310 S. Closner Blvd.,,Edinburg,TX,78539,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40326,,,COM,Brandon Creighton Campaign,,,,,,"2257 N Loop 336, Suite 140-366",,Conroe,TX,77304,,,2024-02-12,2500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40288,,,COM,Brian Birdwell Campaign,,,,,,P. O. Box 1111,,Granbury,TX,76048,,,2024-02-12,2500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40295,,,COM,Brooks Landgraf Campaign,,,,,,P. O. Box 13146,,Odessa,TX,79768,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40324,,,COM,Bryan Hughes Campaign,,,,,,P. O. Box 450,,Mineola,TX,75773,,,2024-02-12,2500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40328,,,COM,Carol Alvarado Campaign,,,,,,P.O. Box 230842,,Houston,TX,77223,,,2024-02-12,2500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40338,,,COM,Cesar Blanco Campaign,,,,,,P.O. Box 27074,,El Paso,TX,79926,,,2024-02-12,2500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40300,,,COM,Charlie Geren Campaign,,,,,,P. O. Box 1440,,Fort Worth,TX,76701,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40301,,,COM,Chris Turner Campaign,,,,,,PO Box 182093,,Arlington,TX,76096,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40246,,,COM,Cody Harris for TX,,,,,,312 Glenwood Dr.,,Palestine,TX,75801,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40255,,,COM,Cody Vasut Campaign,,,,,,P.O. Box 2724,,Angleton,TX,77516,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40314,,,COM,Diego Bernal Campaign,,,,,,P.O. Box 15677,,San Antonio,TX,78212,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40291,,,COM,Donna Howard Campaign,,,,,,P. O. Box 5375,,Austin,TX,78763,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40294,,,COM,Drew Darby Campaign,,,,,,P. O. Box 3284,,San Angelo,TX,76902,,,2024-02-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00048165,SB29.40297,,,COM,Dustin Burrows Campaign,,,,,,P.O. Box 2569,,Lubbock,TX,79408,,,2024-02-12,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
