form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00626564,SB29.4455,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-03,246.90,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4456,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-04,1173.90,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4457,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-05,176.10,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4458,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-07,117.30,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4459,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-08,203.70,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4460,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-13,72.75,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4461,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-18,72.75,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4462,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-25,58.80,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4463,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-26,117.60,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4464,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-04-29,58.80,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4465,,,ORG,Anedot,,,,,,1340 Poydras St,,New Orleans,LA,70112,,,2024-05-07,97.80,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4477,,,ORG,Mar-a-Lago Club LLC,,,,,,1100 S Ocean Blvd.,,Palm Beach,FL,33480,,,2024-04-09,14376.79,,,,,,,,,,,,,,,,,,,,,,
SB29,C00626564,SB29.4468,,,ORG,Mar-a-Lago Club LLC,,,,,,1100 S Ocean Blvd.,,Palm Beach,FL,33480,,,2024-05-08,19719.70,,,,,,,,,,,,,,,,,,,,,,
