form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00410068,SB29.39717,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2024-08-02,50.00,,Non-Contribution Account - Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39725,,,ORG,First Bankcard/FNBO,,,,,,PO Box 2818,,Omaha,NE,68103,,,2024-08-31,30.00,,Non-Contribution Account - Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39725.0,SB29.39725,SB29,ORG,The UPS Store,,,,,,"5185 MacArthur Blvd., NW",,Washington,DC,20016,,,2024-07-24,27.09,,Non-Contribution Account - Shipping Expense,,,,,,,,,,,,,,,,,,,X,
SB29,C00410068,SB29.39725.1,SB29.39725,SB29,ORG,The UPS Store,,,,,,"5185 MacArthur Blvd., NW",,Washington,DC,20016,,,2024-08-20,2.91,,Non-Contribution Account - Shipping Expense,,,,,,,,,,,,,,,,,,,X,
SB29,C00410068,SB29.39729,,,ORG,First Bankcard/FNBO,,,,,,PO Box 2818,,Omaha,NE,68103,,,2024-08-31,1155.00,,Non-Contribution Account - Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39729.0,SB29.39729,SB29,ORG,Golden Steer,,,,,,308 W Sahara Avenue,,Las Vegas,NV,89102,,,2024-07-27,1155.00,,"Non-Contribution Account - Meeting Expense, non-candidate",,,,,,,,,,,,,,,,,,,X,
SB29,C00410068,SB29.39723,,,ORG,Jones Day,,,,,,PO Box 7805,Ben Franklin Station,Washington,DC,20044,,,2024-08-30,975.00,,Non-Contribution Account - Legal Services,,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39722,,,ORG,"MAXimum Compliance, LLC",,,,,,"4703 Woodway Lane, NW",,Washington,DC,20016,,,2024-08-27,805.00,,Non-Contribution Account - Compliance & Bookkeeping Services,,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39737,,,ORG,North-American Interfraternity Conference,,,,,,11722 Allisonville Road,Ste. 103,Fishers,IN,46038,,,2024-08-18,1258.00,,"Non-Contribution Account - In-Kind - Event Expense: Room Rental, Beverage Service, non-candidate",,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39714,,,ORG,Pennington & Co.,,,,,,501 Gateway Drive,Suite A,Lawrence,KS,660492342,,,2024-08-02,2300.00,,"Non-Contribution Account - Gen Fundraising, Printing, Production, Donor Contact, Database Mgt, Non-C",,,,,,,,,,,,,,,,,,,,
SB29,C00410068,SB29.39715,,,PAC,VOTEVETS,,,,,,PO BOX 11293,,PORTLAND,OR,97211,,,2024-08-02,25000.00,,Non-Contribution Account - Contribution,,C00418897,,,,,,,,,,,,,,,,,,
