form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00293910,17105632,,,CCM,Cantwell Victory Fund,,,,,,401 2ND AVENUE,Suite 303,Seattle,WA,98104,P2024,,2024-04-04,5000.00,0.00,,011,,,,Cantwell,Maria,,,,S,WA,,,,,,,,,
SB23,C00293910,17105633,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave Se,#15180,Washington,DC,20003,G2024,,2024-04-04,5000.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,,
SB23,C00293910,17105634,,,COM,Jacky Rosen Victory Fund,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,Washington,DC,20003,,,2024-04-04,2500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00293910,17526729,,,CCM,Schakowsky For Congress,,,,,,P.O. Box 5130,,Evanston,IL,60204,G2024,,2024-04-25,5000.00,0.00,,011,C00327023,Schakowsky For Congress,H8IL09067,Schakowsky,Jan,D.,Rep.,,H,IL,09,,,,,,,,
SB23,C00293910,18272355,,,PAC,Dakota PAC,,,,,,PO Box 3206,,Bismarck,ND,58502,,,2024-05-28,1500.00,0.00,,011,c00493072,,,,,,,,,,,,,,,,,,
SB23,C00293910,18272356,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,98909,P2024,,2024-05-28,2500.00,0.00,,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Dan,,Rep.,,H,WA,04,,,,,,,,
SB23,C00293910,18272357,,,PAC,Wild and Wonderful PAC,,,,,,3538 South Wakefield Street,,Arlington,VA,22206,,,2024-05-28,1000.00,0.00,,011,C00489336,,,,,,,,,,,,,,,,,,
SB23,C00293910,18305589,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,G2024,,2024-06-04,1000.00,0.00,,011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,A.,Sen.,MD,S,WY,,,,,,,,,
SB23,C00293910,18305720,,,CCM,Capito For West Virginia,,,,,,P.O. Box 11519,,Charleston,WV,25339,G2026,,2024-06-04,1500.00,0.00,,011,C00539825,Capito For West Virginia,S4WV00159,Capito,Shelley Moore,,Sen.,,S,WV,,,,,,,,,
SB23,C00293910,18305833,,,CCM,Hoeven For Senate,,,,,,PO Box 861,,Bismarck,ND,58502,P2028,,2024-06-04,1500.00,0.00,,011,C00473371,Hoeven For Senate,S0ND00093,Hoeven,John,,,,S,ND,,,,,,,,,
