form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00325332,89113631,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-02,144.99,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89113664,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-03,116.09,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89114479,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-03,87.19,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89122361,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-09,72.74,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89129325,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-11,7.72,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89129334,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-11,3.38,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89129337,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-11,3.38,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89129345,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-11,3.38,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89129379,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-11,1.94,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
SB21b,C00325332,89129481,,,ORG,PayPal,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2024-09-11,43.84,0.00,Processing Fees,001,,,,,,,,,,,,,,,,,,,Processing Fees
