form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00776419,500085752,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-07,75.00,2024-09-07,120.00,Fundraising Email,003,,S,S4FL00611,MUCARSEL-POWELL,DEBBIE,,,,S,,FL,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085748,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-11,30.00,2024-09-11,257.50,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085753,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-11,30.00,2024-09-11,120.00,Fundraising Email,003,,S,S4FL00611,MUCARSEL-POWELL,DEBBIE,,,,S,,FL,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085759,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-11,30.00,2024-09-11,70.00,Fundraising Email,003,,S,S2MO00528,KUNCE,LUCAS,,,,S,,MO,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085764,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-11,30.00,2024-09-11,157.50,Fundraising Email,003,,S,S4NE00207,OSBORN,DAN,,,,S,,NE,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085749,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-12,15.00,2024-09-12,257.50,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085754,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-12,15.00,2024-09-12,120.00,Fundraising Email,003,,S,S4FL00611,MUCARSEL-POWELL,DEBBIE,,,,S,,FL,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085760,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-12,15.00,2024-09-12,70.00,Fundraising Email,003,,S,S2MO00528,KUNCE,LUCAS,,,,S,,MO,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085765,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-12,15.00,2024-09-12,157.50,Fundraising Email,003,,S,S4NE00207,OSBORN,DAN,,,,S,,NE,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085755,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-19,50.00,2024-09-19,350.00,Fundraising Email,003,,S,S6OH00163,BROWN,SHERROD,,,,S,,OH,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085761,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-19,50.00,2024-09-19,200.00,Fundraising Email,003,,S,S6MT00162,TESTER,R.,JON,,,S,,MT,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085756,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-20,25.00,2024-09-20,350.00,Fundraising Email,003,,S,S6OH00163,BROWN,SHERROD,,,,S,,OH,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085763,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-20,25.00,2024-09-20,200.00,Fundraising Email,003,,S,S6MT00162,TESTER,R.,JON,,,S,,MT,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085750,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-21,75.00,2024-09-21,257.50,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085751,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-22,37.50,2024-09-22,257.50,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085758,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-24,75.00,2024-09-24,75.00,Fundraising Email,003,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085757,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-26,50.00,2024-09-26,350.00,Fundraising Email,003,,S,S6OH00163,BROWN,SHERROD,,,,S,,OH,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085762,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-26,50.00,2024-09-26,200.00,Fundraising Email,003,,S,S6MT00162,TESTER,R.,JON,,,S,,MT,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085766,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-27,75.00,2024-09-27,157.50,Fundraising Email,003,,S,S4NE00207,OSBORN,DAN,,,,S,,NE,Phelan,Michael,,,,2024-10-20,
SE,C00776419,500085767,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-09-28,37.50,2024-09-28,157.50,Fundraising Email,003,,S,S4NE00207,OSBORN,DAN,,,,S,,NE,Phelan,Michael,,,,2024-10-20,
