form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00542621,500521300,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-09-09,19.75,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630010,,,ORG,Chase Freedom,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-12-11,45.64,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532720,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-08-25,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630020,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-12-29,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532730,,,ORG,Harland Checks,,,,,,PO Box 105250,,Atlanta,GA,303485250,,,2023-09-13,95.04,0.00,Checks,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520160,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-09-17,67.16,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532780,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-10-30,60.00,0.00,Online Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630001,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-11-29,2476.60,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630000,500630001,SB21B,IND,,Woodside,Meredith,,,,120 Wild Apple Ln,,Richmond,VT,054777733,,,2023-11-29,2476.60,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500520811,,,ORG,Fidelity Credit Cards,,,,,,PO Box 15721,,Wilmington,DE,198865721,,,2023-07-10,256.72,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520745,500520811,SB21B,ORG,Corner Bakery,,,,,,529 14th St NW,,Washington,DC,200451000,,,2023-07-10,256.72,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500630011,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-12-28,60.00,0.00,Online Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629951,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-02,26.70,0.00,Workers Comp Premium,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520751,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-07-28,55.00,0.00,Online Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532791,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-09-08,132.40,0.00,Payroll Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630002,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-11-28,60.00,0.00,Online Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630022,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-12-31,395.00,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532732,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-09-27,35.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520752,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-09-03,19.75,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629952,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-13,132.40,0.00,Payroll Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532782,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-08-04,116.95,0.00,Payroll Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532792,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-02,752.90,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630092,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-09-28,60.00,0.00,Online Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630003,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-11-29,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532783,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-08-31,26.70,0.00,Workers Comp,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630093,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-08-31,752.90,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629993,,,IND,,Welch,Peter,,,,PO Box 521,,Norwich,VT,050550521,,,2023-11-03,1041.63,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629990,500629993,SB21B,ORG,Honeyleaf Platters,,,,,,2113 26th St S,,Arlington,VA,222062813,,,2023-11-03,416.64,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500629992,500629993,SB21B,ORG,Honeyleaf Platters,,,,,,2113 26th St S,,Arlington,VA,222062813,,,2023-11-03,200.40,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500629989,500629993,SB21B,ORG,Panera,,,,,,601 13th St NW,,Washington,DC,200053807,,,2023-11-03,248.06,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500630004,,,ORG,Kieloch Consulting,,,,,,228 2nd St SE,,Washington,DC,200031943,,,2023-12-01,3000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630014,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-12-29,3974.67,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630013,500630014,SB21B,IND,,Woodside,Meredith,,,,120 Wild Apple Ln,,Richmond,VT,054777733,,,2023-12-29,3974.67,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500532784,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-08-31,2476.60,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532785,500532784,SB21B,IND,,Woodside,Meredith,,,,120 Wild Apple Ln,,Richmond,VT,054777733,,,2023-08-31,2476.60,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500630094,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-31,26.70,0.00,Workers Comp Premium,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532794,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-02,2476.60,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532793,500532794,SB21B,IND,,Woodside,Meredith,,,,120 Wild Apple Ln,,Richmond,VT,054777733,,,2023-10-02,2476.60,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500630015,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-12-29,1407.83,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500517035,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,P2028,,2023-09-24,215.29,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532855,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-10-08,47.40,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520675,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-07-07,116.95,0.00,Payroll Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532795,,,ORG,Kieloch Consulting,,,,,,228 2nd St SE,,Washington,DC,200031943,,,2023-10-01,3000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630095,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-31,752.90,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532786,,,ORG,Kieloch Consulting,,,,,,228 2nd St SE,,Washington,DC,200031943,,,2023-09-05,3000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629996,,,ORG,Kieloch Consulting,,,,,,228 2nd St SE,,Washington,DC,200031943,,,2023-11-07,3000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532717,,,ORG,Fidelity Credit Cards,,,,,,PO Box 15721,,Wilmington,DE,198865721,,,2023-08-24,319.70,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532718,500532717,SB21B,ORG,Panera,,,,,,601 13th St NW,,Washington,DC,200053807,,,2023-08-24,319.70,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500608337,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-12-17,19.75,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
